src,dst,st,et,p,sp,dp,ct,ir
172.28.212.85,70.98.1.1,1257260002852697,1257260004235843,21,53269,25,abortive,
70.98.1.1,172.28.212.85,1257260002855210,1257260002855359,2,32815,113,invalid,rst_during_handshake
172.28.212.85,70.98.1.1,1257260009127369,1257260010163881,19,51795,25,abortive,
70.98.1.1,172.28.212.85,1257260009129697,1257260009129831,2,49996,113,invalid,rst_during_handshake
172.28.212.85,70.98.1.1,1257260010155289,1257260011175494,19,37525,25,abortive,
70.98.1.1,172.28.212.85,1257260010157715,1257260010157866,2,38336,113,invalid,rst_during_handshake
172.28.212.85,70.98.1.1,1257260011174536,1257260012230701,19,60189,25,abortive,
70.98.1.1,172.28.212.85,1257260011177059,1257260011177250,2,49400,113,invalid,rst_during_handshake
172.28.212.85,70.98.1.1,1257260014264656,1257260015295553,19,48166,25,abortive,
70.98.1.1,172.28.212.85,1257260014267095,1257260014267246,2,53185,113,invalid,rst_during_handshake
172.28.212.85,70.98.1.1,1257260018426794,1257260019455867,19,55727,25,abortive,
70.98.1.1,172.28.212.85,1257260018429206,1257260018429355,2,38444,113,invalid,rst_during_handshake
172.28.212.85,70.98.1.1,1257260019457347,1257260020489230,19,44989,25,abortive,
70.98.1.1,172.28.212.85,1257260019459854,1257260019460004,2,36343,113,invalid,rst_during_handshake
172.28.212.85,70.98.1.1,1257260024582892,1257260030796349,19,34532,25,abortive,
70.98.1.1,172.28.212.85,1257260024585314,1257260024585462,2,48610,113,invalid,rst_during_handshake
172.28.212.85,70.98.1.1,1257260031229318,1257260032349826,19,39317,25,abortive,
70.98.1.1,172.28.212.85,1257260031231791,1257260031232062,2,58905,113,invalid,rst_during_handshake
172.28.212.85,70.98.1.1,1257260032260620,1257260033445046,19,56766,25,abortive,
70.98.1.1,172.28.212.85,1257260032263210,1257260032263365,2,34669,113,invalid,rst_during_handshake
172.28.212.85,70.98.1.1,1257260033356715,1257260034373843,19,54055,25,abortive,
70.98.1.1,172.28.212.85,1257260033359353,1257260033359504,2,58588,113,invalid,rst_during_handshake
172.28.212.85,70.98.1.1,1257260036427721,1257260037463850,19,38453,25,abortive,
70.98.1.1,172.28.212.85,1257260036432428,1257260036432578,2,41496,113,invalid,rst_during_handshake
172.28.212.85,70.98.1.1,1257260038479629,1257260039505049,19,50876,25,abortive,
70.98.1.1,172.28.212.85,1257260038482088,1257260038482242,2,38184,113,invalid,rst_during_handshake
172.28.212.85,70.98.1.1,1257260040546550,1257260042758377,21,51565,25,abortive,
70.98.1.1,172.28.212.85,1257260040549177,1257260040549328,2,53899,113,invalid,rst_during_handshake
