src,dst,st,et,p,sp,dp,ct,ir
172.28.133.158,205.63.202.67,1257254705683544,1257255246737117,11,58046,80,abortive,
172.28.133.158,205.63.202.67,1257272578751416,1257273137742209,11,45282,80,abortive,
172.28.133.158,205.63.202.67,1257290973088525,1257291500208728,11,43525,80,abortive,
172.28.133.158,205.63.202.67,1257324671693745,1257325200733379,11,40497,80,abortive,
172.28.133.158,205.63.202.67,1257332954775662,1257333484790297,11,34268,80,abortive,
172.28.133.158,205.63.202.67,1257364383735298,1257364936785203,11,44041,80,abortive,
172.28.133.158,205.63.202.67,1257376167660369,1257376685773364,11,58517,80,abortive,
172.28.133.158,205.63.202.67,1257402094685795,1257402634719721,11,32849,80,abortive,
172.28.133.158,205.63.202.67,1257420899657508,1257421421713753,11,58047,80,abortive,
172.28.133.158,205.63.202.67,1257427548748358,1257428043790860,11,50121,80,abortive,
172.28.133.158,205.63.202.67,1257438759787130,1257439321769075,11,57819,80,abortive,
172.28.133.158,205.63.202.67,1257449273763663,1257449776768336,11,43114,80,abortive,
172.28.133.158,205.63.202.67,1257452777686418,1257453312737981,11,42359,80,abortive,
172.28.133.158,205.63.202.67,1257459648694927,1257460206744544,11,35571,80,abortive,
172.28.133.158,205.63.202.67,1257462944706283,1257463460742668,11,36768,80,abortive,
172.28.133.158,205.63.202.67,1257469919743604,1257470457791510,11,52860,80,abortive,
172.28.133.158,205.63.202.67,1257501862698326,1257502379778191,11,44986,80,abortive,
172.28.133.158,205.63.202.67,1257513609772676,1257514120713481,11,47370,80,abortive,
