src,dst,st,et,p,sp,dp,ct,ir
6.216.54.23,172.28.4.7,1257257886729133,1257257886730050,5,57539,80,invalid,rst_during_handshake
6.216.54.23,172.28.4.7,1257257886729176,1257257886730116,5,10663,80,invalid,rst_during_handshake
6.216.54.23,172.28.4.7,1257257890727366,1257257890728410,6,13951,80,invalid,invalid_ack
6.216.54.23,172.28.4.7,1257257894725557,1257257894726408,5,26727,80,invalid,rst_during_handshake
6.216.54.23,172.28.4.7,1257257898723736,1257257898724803,6,36211,80,invalid,invalid_ack
6.216.54.23,172.28.4.7,1257257902721942,1257257902723073,6,2646,80,invalid,invalid_ack
6.216.54.23,172.28.4.7,1257257906720161,1257257906721406,6,19158,80,invalid,invalid_ack
6.216.54.23,172.28.4.7,1257257910718417,1257257910719234,5,48130,80,invalid,rst_during_handshake
6.216.54.23,172.28.4.7,1257257914716715,1257257914717753,5,10114,80,invalid,rst_during_handshake
6.216.54.23,172.28.4.7,1257257918714954,1257257918715930,5,25992,80,invalid,rst_during_handshake
6.216.54.23,172.28.4.7,1257257922713109,1257257922714169,5,12477,80,invalid,rst_during_handshake
6.216.54.23,172.28.4.7,1257257926711432,1257257926711432,1,40684,80,invalid,incomplete_no_synack
6.216.54.23,172.28.4.7,1257257930709867,1257257930709867,1,58465,80,invalid,incomplete_no_synack
6.216.54.23,172.28.4.7,1257257934707989,1257257934709422,5,27850,80,invalid,rst_during_handshake
6.216.54.23,172.28.4.7,1257257938706212,1257257938707582,6,31618,80,invalid,invalid_ack
6.216.54.23,172.28.4.7,1257257942704356,1257257942705674,5,58163,80,invalid,rst_during_handshake
6.216.54.23,172.28.4.7,1257257946702736,1257257946702736,1,30876,80,invalid,incomplete_no_synack
6.216.54.23,172.28.4.7,1257257950700872,1257257950702123,6,23889,80,invalid,invalid_ack
6.216.54.23,172.28.4.7,1257257954699320,1257257954700810,6,7288,80,invalid,invalid_ack
6.216.54.23,172.28.4.7,1257257958697610,1257257958698892,5,41092,80,invalid,rst_during_handshake
6.216.54.23,172.28.4.7,1257257962695755,1257257962697326,6,15129,80,invalid,invalid_ack
6.216.54.23,172.28.4.7,1257257966694532,1257257966695797,5,55971,80,invalid,rst_during_handshake
6.216.54.23,172.28.4.7,1257257970692833,1257257970694288,6,59022,80,invalid,invalid_ack
6.216.54.23,172.28.4.7,1257257974691109,1257257974692287,5,50937,80,invalid,rst_during_handshake
6.216.54.23,172.28.4.7,1257258693692147,1257258693693528,6,10113,80,invalid,invalid_ack
6.216.54.23,172.28.4.7,1257258693692477,1257258693693641,6,1499,80,invalid,invalid_ack
6.216.54.23,172.28.4.7,1257258697695569,1257258697697629,6,57836,80,invalid,invalid_ack
6.216.54.23,172.28.4.7,1257258701695704,1257258701697022,6,46156,80,invalid,invalid_ack
6.216.54.23,172.28.4.7,1257258705695995,1257258705696716,3,51553,80,invalid,rst_during_handshake
6.216.54.23,172.28.4.7,1257258709696408,1257258709697162,3,44577,80,invalid,rst_during_handshake
6.216.54.23,172.28.4.7,1257258713696535,1257258713697296,3,39537,80,invalid,rst_during_handshake
6.216.54.23,172.28.4.7,1257258717696814,1257258717696814,1,52828,80,invalid,incomplete_no_synack
6.216.54.23,172.28.4.7,1257258721697149,1257258721698131,3,11762,80,invalid,rst_during_handshake
6.216.54.23,172.28.4.7,1257258725697408,1257258725698182,3,45615,80,invalid,rst_during_handshake
6.216.54.23,172.28.4.7,1257258729697717,1257258729698466,3,50554,80,invalid,rst_during_handshake
6.216.54.23,172.28.4.7,1257258733698190,1257258733698190,1,49705,80,invalid,incomplete_no_synack
6.216.54.23,172.28.4.7,1257258737698364,1257258737699327,3,49852,80,invalid,rst_during_handshake
