src,dst,st,et,p,sp,dp,ct,ir
172.28.5.81,66.200.1.1,1257259171301765,1257259172393966,19,39712,25,abortive,
66.200.1.1,172.28.5.81,1257259171304222,1257259171304375,2,33633,113,invalid,rst_during_handshake
172.28.5.81,66.200.1.1,1257259177588427,1257259178659804,19,50120,25,abortive,
66.200.1.1,172.28.5.81,1257259177590895,1257259177591047,2,41995,113,invalid,rst_during_handshake
172.28.5.81,66.200.1.1,1257259178609876,1257259179677994,19,49471,25,abortive,
66.200.1.1,172.28.5.81,1257259178614179,1257259178614396,2,39290,113,invalid,rst_during_handshake
172.28.5.81,66.200.1.1,1257259195419304,1257259196497524,19,47507,25,abortive,
66.200.1.1,172.28.5.81,1257259195421714,1257259195421865,2,38219,113,invalid,rst_during_handshake
172.28.5.81,66.200.1.1,1257259198502440,1257259199561633,19,51727,25,abortive,
66.200.1.1,172.28.5.81,1257259198505053,1257259198505203,2,46023,113,invalid,rst_during_handshake
172.28.5.81,66.200.1.1,1257259207536160,1257259208627049,19,49899,25,abortive,
66.200.1.1,172.28.5.81,1257259207538597,1257259207538747,2,37175,113,invalid,rst_during_handshake
172.28.5.81,66.200.1.1,1257259213405925,1257259214490146,19,42364,25,abortive,
66.200.1.1,172.28.5.81,1257259213408465,1257259213408618,2,45658,113,invalid,rst_during_handshake
172.28.5.81,66.200.1.1,1257259218614608,1257259219691402,19,56412,25,abortive,
66.200.1.1,172.28.5.81,1257259218616921,1257259218617070,2,40955,113,invalid,rst_during_handshake
172.28.5.81,66.200.1.1,1257283640959381,1257283642045211,19,56012,25,abortive,
66.200.1.1,172.28.5.81,1257283640961979,1257283640962134,2,56406,113,invalid,rst_during_handshake
172.28.5.81,66.200.1.1,1257283650264235,1257283651293035,19,40174,25,abortive,
66.200.1.1,172.28.5.81,1257283650266720,1257283650266880,2,50233,113,invalid,rst_during_handshake
172.28.5.81,66.200.1.1,1257283654370000,1257283655413414,19,37760,25,abortive,
66.200.1.1,172.28.5.81,1257283654372423,1257283654372569,2,34831,113,invalid,rst_during_handshake
172.28.5.81,66.200.1.1,1257283655400739,1257283661224596,19,35467,25,abortive,
66.200.1.1,172.28.5.81,1257283655403251,1257283655403398,2,38302,113,invalid,rst_during_handshake
172.28.5.81,66.200.1.1,1257283666969003,1257283668096589,19,51650,25,abortive,
66.200.1.1,172.28.5.81,1257283666979057,1257283666979204,2,34798,113,invalid,rst_during_handshake
172.28.5.81,66.200.1.1,1257283672250528,1257283673329559,19,42977,25,abortive,
66.200.1.1,172.28.5.81,1257283672253017,1257283672253165,2,38962,113,invalid,rst_during_handshake
172.28.5.81,66.200.1.1,1257283676392146,1257283677618392,19,35887,25,abortive,
66.200.1.1,172.28.5.81,1257283676394847,1257283676395020,2,58077,113,invalid,rst_during_handshake
172.28.5.81,66.200.1.1,1257283690938789,1257283691990446,19,40115,25,abortive,
66.200.1.1,172.28.5.81,1257283690941730,1257283690941934,2,45238,113,invalid,rst_during_handshake
172.28.5.81,66.200.1.1,1257283696097146,1257283697201209,19,57495,25,abortive,
66.200.1.1,172.28.5.81,1257283696099648,1257283696099797,2,59895,113,invalid,rst_during_handshake
172.28.5.81,66.200.1.1,1257283710662814,1257283711728021,19,48459,25,abortive,
66.200.1.1,172.28.5.81,1257283710667598,1257283710667744,2,32935,113,invalid,rst_during_handshake
172.28.5.81,66.200.1.1,1257283722077876,1257283723154716,19,58151,25,abortive,
66.200.1.1,172.28.5.81,1257283722080473,1257283722080657,2,41318,113,invalid,rst_during_handshake
172.28.5.81,66.200.1.1,1257283730315951,1257283731391063,19,44364,25,abortive,
66.200.1.1,172.28.5.81,1257283730325074,1257283730325225,2,60470,113,invalid,rst_during_handshake
172.28.5.81,66.200.1.1,1257283734494210,1257283735560147,19,43136,25,abortive,
66.200.1.1,172.28.5.81,1257283734496610,1257283734496762,2,53940,113,invalid,rst_during_handshake
172.28.5.81,66.200.1.1,1257283745120988,1257283746147381,19,35235,25,abortive,
66.200.1.1,172.28.5.81,1257283745123545,1257283745123695,2,36934,113,invalid,rst_during_handshake
172.28.5.81,66.200.1.1,1257283749256383,1257283750337420,19,42253,25,abortive,
66.200.1.1,172.28.5.81,1257283749258825,1257283749258974,2,41984,113,invalid,rst_during_handshake
172.28.5.81,66.200.1.1,1257283763693297,1257283764799552,19,47455,25,abortive,
