src,dst,st,et,p,sp,dp,ct,ir
172.28.214.23,64.180.1.1,1257260020891286,1257260021991983,19,33841,25,abortive,
64.180.1.1,172.28.214.23,1257260020893684,1257260020893896,2,53579,113,invalid,rst_during_handshake
172.28.214.23,64.180.1.1,1257260021924197,1257260022995815,19,49958,25,abortive,
64.180.1.1,172.28.214.23,1257260021926606,1257260021926756,2,38973,113,invalid,rst_during_handshake
172.28.214.23,64.180.1.1,1257260023980053,1257260025032432,19,38102,25,abortive,
64.180.1.1,172.28.214.23,1257260023982488,1257260023982644,2,37242,113,invalid,rst_during_handshake
172.28.214.23,64.180.1.1,1257260038537045,1257260039591367,21,37489,25,abortive,
64.180.1.1,172.28.214.23,1257260038539435,1257260038539584,2,36458,113,invalid,rst_during_handshake
172.28.214.23,64.180.1.1,1257260039569794,1257260040706918,19,60137,25,abortive,
64.180.1.1,172.28.214.23,1257260039593173,1257260039593358,2,55091,113,invalid,rst_during_handshake
172.28.214.23,64.180.1.1,1257260042749609,1257260043901079,19,46060,25,abortive,
64.180.1.1,172.28.214.23,1257260042806399,1257260042806586,2,53378,113,invalid,rst_during_handshake
172.28.214.23,64.180.1.1,1257260043845400,1257260044904913,19,41749,25,abortive,
64.180.1.1,172.28.214.23,1257260043847814,1257260043847971,2,54873,113,invalid,rst_during_handshake
172.28.214.23,64.180.1.1,1257260053185046,1257260054245605,19,39466,25,abortive,
64.180.1.1,172.28.214.23,1257260053188068,1257260053188257,2,55379,113,invalid,rst_during_handshake
172.28.214.23,64.180.1.1,1257260054209172,1257260055246747,19,51237,25,abortive,
64.180.1.1,172.28.214.23,1257260054211500,1257260054211651,2,54936,113,invalid,rst_during_handshake
172.28.214.23,64.180.1.1,1257260056271150,1257260057313432,19,39580,25,abortive,
64.180.1.1,172.28.214.23,1257260056273744,1257260056273916,2,35406,113,invalid,rst_during_handshake
172.28.214.23,64.180.1.1,1257260059344375,1257260060366004,19,50218,25,abortive,
64.180.1.1,172.28.214.23,1257260059346884,1257260059347032,2,41248,113,invalid,rst_during_handshake
172.28.214.23,64.180.1.1,1257260064549722,1257260065574192,19,35122,25,abortive,
64.180.1.1,172.28.214.23,1257260064552098,1257260064552247,2,41336,113,invalid,rst_during_handshake
172.28.214.23,64.180.1.1,1257260066639039,1257260067673993,19,45141,25,abortive,
64.180.1.1,172.28.214.23,1257260066641733,1257260066641913,2,43744,113,invalid,rst_during_handshake
172.28.214.23,64.180.1.1,1257263669750116,1257263675458395,19,38775,25,abortive,
64.180.1.1,172.28.214.23,1257263669752587,1257263669752737,2,46274,113,invalid,rst_during_handshake
172.28.214.23,64.180.1.1,1257263677082708,1257263678166900,19,59033,25,abortive,
64.180.1.1,172.28.214.23,1257263677085280,1257263677085438,2,53162,113,invalid,rst_during_handshake
172.28.214.23,64.180.1.1,1257263679148524,1257263680258272,19,59047,25,abortive,
64.180.1.1,172.28.214.23,1257263679151135,1257263679151342,2,33229,113,invalid,rst_during_handshake
172.28.214.23,64.180.1.1,1257263680237075,1257263681277595,19,51999,25,abortive,
64.180.1.1,172.28.214.23,1257263680239441,1257263680239598,2,52928,113,invalid,rst_during_handshake
172.28.214.23,64.180.1.1,1257263692799326,1257263693884785,19,57919,25,abortive,
64.180.1.1,172.28.214.23,1257263692801703,1257263692801851,2,49305,113,invalid,rst_during_handshake
172.28.214.23,64.180.1.1,1257263693831853,1257263694885289,19,53141,25,abortive,
64.180.1.1,172.28.214.23,1257263693834358,1257263693834510,2,41929,113,invalid,rst_during_handshake
172.28.214.23,64.180.1.1,1257263695904036,1257263697094189,19,37088,25,abortive,
64.180.1.1,172.28.214.23,1257263695949847,1257263695950029,2,60819,113,invalid,rst_during_handshake
172.28.214.23,64.180.1.1,1257263699079148,1257263700190626,19,48968,25,abortive,
64.180.1.1,172.28.214.23,1257263699081830,1257263699081980,2,36720,113,invalid,rst_during_handshake
172.28.214.23,64.180.1.1,1257263701143503,1257263702206925,19,36459,25,abortive,
64.180.1.1,172.28.214.23,1257263701146715,1257263701146863,2,55831,113,invalid,rst_during_handshake
172.28.214.23,64.180.1.1,1257263703201551,1257263704240719,19,47725,25,abortive,
64.180.1.1,172.28.214.23,1257263703204122,1257263703204314,2,47992,113,invalid,rst_during_handshake
172.28.214.23,64.180.1.1,1257263704222359,1257263705264688,19,54765,25,abortive,
64.180.1.1,172.28.214.23,1257263704224789,1257263704224938,2,39242,113,invalid,rst_during_handshake
172.28.214.23,64.180.1.1,1257263712520014,1257263713561981,19,46712,25,abortive,
64.180.1.1,172.28.214.23,1257263712522958,1257263712523109,2,56068,113,invalid,rst_during_handshake
172.28.214.23,64.180.1.1,1257263715616478,1257263719681402,21,43234,25,abortive,
64.180.1.1,172.28.214.23,1257263715619026,1257263715619214,2,55136,113,invalid,rst_during_handshake
172.28.214.23,64.180.1.1,1257263729689453,1257263730820866,19,58549,25,abortive,
64.180.1.1,172.28.214.23,1257263729709927,1257263729710076,2,55097,113,invalid,rst_during_handshake
172.28.214.23,64.180.1.1,1257263730759961,1257263731868561,19,44413,25,abortive,
64.180.1.1,172.28.214.23,1257263730780237,1257263730780386,2,60700,113,invalid,rst_during_handshake
172.28.214.23,64.180.1.1,1257263731819358,1257263732943205,19,36208,25,abortive,
64.180.1.1,172.28.214.23,1257263731822261,1257263731822451,2,58477,113,invalid,rst_during_handshake
172.28.214.23,64.180.1.1,1257263732863341,1257263734011042,19,58245,25,abortive,
64.180.1.1,172.28.214.23,1257263732865894,1257263732866087,2,52153,113,invalid,rst_during_handshake
172.28.214.23,64.180.1.1,1257263741145741,1257263742257726,19,52896,25,abortive,
64.180.1.1,172.28.214.23,1257263741169550,1257263741169699,2,46485,113,invalid,rst_during_handshake
172.28.214.23,64.180.1.1,1257263746434834,1257263747500957,19,49614,25,abortive,
64.180.1.1,172.28.214.23,1257263746437819,1257263746437970,2,60947,113,invalid,rst_during_handshake
172.28.214.23,64.180.1.1,1257327129008889,1257327130039948,19,59470,25,abortive,
