src,dst,st,et,p,sp,dp,ct,ir
14.90.67.18,172.28.4.7,1257257921795789,1257257921795789,1,29739,80,invalid,incomplete_no_synack
14.90.67.18,172.28.4.7,1257257921795790,1257257921795790,1,7537,80,invalid,incomplete_no_synack
14.90.67.18,172.28.4.7,1257257925794122,1257257925794122,1,48871,80,invalid,incomplete_no_synack
14.90.67.18,172.28.4.7,1257257929792341,1257257929792341,1,38477,80,invalid,incomplete_no_synack
14.90.67.18,172.28.4.7,1257257933790458,1257257933790458,1,46991,80,invalid,incomplete_no_synack
14.90.67.18,172.28.4.7,1257257937788741,1257257937788741,1,15600,80,invalid,incomplete_no_synack
14.90.67.18,172.28.4.7,1257257941787270,1257257941787270,1,26725,80,invalid,incomplete_no_synack
14.90.67.18,172.28.4.7,1257257945785405,1257257945785405,1,36892,80,invalid,incomplete_no_synack
14.90.67.18,172.28.4.7,1257257949783677,1257257959482333,4,20716,80,invalid,incomplete_no_ack
14.90.67.18,172.28.4.7,1257257953781975,1257257963882410,4,53108,80,invalid,incomplete_no_ack
14.90.67.18,172.28.4.7,1257257957780260,1257257957780260,1,31448,80,invalid,incomplete_no_synack
14.90.67.18,172.28.4.7,1257257961778529,1257257983482878,5,49558,80,invalid,incomplete_no_ack
14.90.67.18,172.28.4.7,1257257965776812,1257257965776812,1,60377,80,invalid,incomplete_no_synack
14.90.67.18,172.28.4.7,1257257969775225,1257257979882781,4,45529,80,invalid,incomplete_no_ack
14.90.67.18,172.28.4.7,1257257973773454,1257257973773454,1,12666,80,invalid,incomplete_no_synack
14.90.67.18,172.28.4.7,1257257977771866,1257257977771866,1,2388,80,invalid,incomplete_no_synack
14.90.67.18,172.28.4.7,1257257981770054,1257257991483033,4,21062,80,invalid,incomplete_no_ack
14.90.67.18,172.28.4.7,1257257985768333,1257257985768333,1,37275,80,invalid,incomplete_no_synack
14.90.67.18,172.28.4.7,1257257989766613,1257257989766613,1,21908,80,invalid,incomplete_no_synack
14.90.67.18,172.28.4.7,1257257993764880,1257258088461761,7,49612,80,invalid,incomplete_no_ack
14.90.67.18,172.28.4.7,1257257997763134,1257258008283423,4,45213,80,invalid,incomplete_no_ack
14.90.67.18,172.28.4.7,1257258001761393,1257258011683497,4,3526,80,invalid,incomplete_no_ack
14.90.67.18,172.28.4.7,1257258005760121,1257258016083595,4,33406,80,invalid,incomplete_no_ack
14.90.67.18,172.28.4.7,1257258009760190,1257258018883653,4,48062,80,invalid,incomplete_no_ack
14.90.67.18,172.28.4.7,1257258728793199,1257258728793199,1,12399,80,invalid,incomplete_no_synack
14.90.67.18,172.28.4.7,1257258728793464,1257258728793464,1,28642,80,invalid,incomplete_no_synack
14.90.67.18,172.28.4.7,1257258732794017,1257258755269651,5,3088,80,invalid,incomplete_no_ack
