src,dst,st,et,p,sp,dp,ct,ir
172.28.222.131,66.200.1.1,1257260061818325,1257260062911630,19,40997,25,abortive,
66.200.1.1,172.28.222.131,1257260061829969,1257260061830177,2,60239,113,invalid,rst_during_handshake
172.28.222.131,66.200.1.1,1257260062868431,1257260063966274,19,41296,25,abortive,
66.200.1.1,172.28.222.131,1257260062870701,1257260062877862,2,43650,113,invalid,rst_during_handshake
172.28.222.131,66.200.1.1,1257260065964786,1257260066994198,19,55473,25,abortive,
66.200.1.1,172.28.222.131,1257260065968118,1257260065968325,2,46406,113,invalid,rst_during_handshake
172.28.222.131,66.200.1.1,1257260066991986,1257260068052981,19,53125,25,abortive,
66.200.1.1,172.28.222.131,1257260066994524,1257260066994671,2,44308,113,invalid,rst_during_handshake
172.28.222.131,66.200.1.1,1257260071133532,1257260072154546,19,48803,25,abortive,
66.200.1.1,172.28.222.131,1257260071135986,1257260071136139,2,51586,113,invalid,rst_during_handshake
172.28.222.131,66.200.1.1,1257260077493358,1257260078524168,19,46426,25,abortive,
66.200.1.1,172.28.222.131,1257260077498913,1257260077499116,2,60477,113,invalid,rst_during_handshake
172.28.222.131,66.200.1.1,1257260079544440,1257260080634367,19,33115,25,abortive,
66.200.1.1,172.28.222.131,1257260079546949,1257260079547112,2,55851,113,invalid,rst_during_handshake
172.28.222.131,66.200.1.1,1257260093110208,1257260094135768,19,34191,25,abortive,
66.200.1.1,172.28.222.131,1257260093112772,1257260093112961,2,56461,113,invalid,rst_during_handshake
172.28.222.131,66.200.1.1,1257260095155651,1257260096174889,19,59064,25,abortive,
66.200.1.1,172.28.222.131,1257260095158156,1257260095158307,2,51784,113,invalid,rst_during_handshake
172.28.222.131,66.200.1.1,1257260098214249,1257260099439356,21,51623,25,abortive,
66.200.1.1,172.28.222.131,1257260098216922,1257260098217073,2,37768,113,invalid,rst_during_handshake
172.28.222.131,66.200.1.1,1257260100394650,1257260101488072,19,47023,25,abortive,
66.200.1.1,172.28.222.131,1257260100398291,1257260100398443,2,60768,113,invalid,rst_during_handshake
172.28.222.131,66.200.1.1,1257260104519228,1257260105547379,19,54300,25,abortive,
66.200.1.1,172.28.222.131,1257260104521603,1257260104521753,2,47405,113,invalid,rst_during_handshake
172.28.222.131,66.200.1.1,1257260105543995,1257260106574454,19,39765,25,abortive,
66.200.1.1,172.28.222.131,1257260105546470,1257260105546620,2,59535,113,invalid,rst_during_handshake
172.28.222.131,66.200.1.1,1257260112799625,1257260113868708,19,34505,25,abortive,
66.200.1.1,172.28.222.131,1257260112802322,1257260112802472,2,44823,113,invalid,rst_during_handshake
172.28.222.131,66.200.1.1,1257260117954268,1257260119043319,19,59908,25,abortive,
66.200.1.1,172.28.222.131,1257260117956897,1257260117957085,2,46715,113,invalid,rst_during_handshake
