src,dst,st,et,p,sp,dp,ct,ir
14.115.75.28,172.28.4.7,1257257923811947,1257257923811947,1,12812,80,invalid,incomplete_no_synack
14.115.75.28,172.28.4.7,1257257923811947,1257257923811947,1,57356,80,invalid,incomplete_no_synack
14.115.75.28,172.28.4.7,1257257927810211,1257257927810211,1,25513,80,invalid,incomplete_no_synack
14.115.75.28,172.28.4.7,1257257931808660,1257257931808660,1,46978,80,invalid,incomplete_no_synack
14.115.75.28,172.28.4.7,1257257935806936,1257257935806936,1,9351,80,invalid,incomplete_no_synack
14.115.75.28,172.28.4.7,1257257939805071,1257257939805071,1,42499,80,invalid,incomplete_no_synack
14.115.75.28,172.28.4.7,1257257943803390,1257257943803390,1,40164,80,invalid,incomplete_no_synack
14.115.75.28,172.28.4.7,1257257947801693,1257257947801693,1,42597,80,invalid,incomplete_no_synack
14.115.75.28,172.28.4.7,1257257951799946,1257257951799946,1,27864,80,invalid,incomplete_no_synack
14.115.75.28,172.28.4.7,1257257955798262,1257257978084408,13,3427,80,invalid,invalid_ack
14.115.75.28,172.28.4.7,1257257959796583,1257257959796583,1,2915,80,invalid,incomplete_no_synack
14.115.75.28,172.28.4.7,1257257963794932,1257257963794932,1,9580,80,invalid,incomplete_no_synack
14.115.75.28,172.28.4.7,1257257967793445,1257257967793445,1,48749,80,invalid,incomplete_no_synack
14.115.75.28,172.28.4.7,1257257971791733,1257257971791733,1,22102,80,invalid,incomplete_no_synack
14.115.75.28,172.28.4.7,1257257975789845,1257257975789845,1,42374,80,invalid,incomplete_no_synack
14.115.75.28,172.28.4.7,1257257979788140,1257257979788140,1,57834,80,invalid,incomplete_no_synack
14.115.75.28,172.28.4.7,1257257983786436,1257257983786436,1,43247,80,invalid,incomplete_no_synack
14.115.75.28,172.28.4.7,1257257987784854,1257257997283960,10,9842,80,invalid,invalid_ack
14.115.75.28,172.28.4.7,1257257991783132,1257258013083511,11,45487,80,invalid,invalid_ack
14.115.75.28,172.28.4.7,1257257995781421,1257258006083352,8,39461,80,invalid,invalid_ack
14.115.75.28,172.28.4.7,1257257999779773,1257257999779773,1,54910,80,invalid,incomplete_no_synack
14.115.75.28,172.28.4.7,1257258003777954,1257258013483527,6,10560,80,invalid,invalid_ack
14.115.75.28,172.28.4.7,1257258007777510,1257258017683638,4,58211,80,invalid,incomplete_no_ack
14.115.75.28,172.28.4.7,1257258011777747,1257258016083572,3,3790,80,invalid,incomplete_no_ack
14.115.75.28,172.28.4.7,1257258730803293,1257258730803293,1,55616,80,invalid,incomplete_no_synack
14.115.75.28,172.28.4.7,1257258730803594,1257258730803594,1,18386,80,invalid,incomplete_no_synack
14.115.75.28,172.28.4.7,1257258734804009,1257258734804009,1,9617,80,invalid,incomplete_no_synack
14.115.75.28,172.28.4.7,1257258738804329,1257258738804329,1,6681,80,invalid,incomplete_no_synack
14.115.75.28,172.28.4.7,1257258742804646,1257258742804646,1,54928,80,invalid,incomplete_no_synack
14.115.75.28,172.28.4.7,1257258746804885,1257258746804885,1,54687,80,invalid,incomplete_no_synack
14.115.75.28,172.28.4.7,1257258750805307,1257258750805307,1,60870,80,invalid,incomplete_no_synack
14.115.75.28,172.28.4.7,1257258754805649,1257258777070142,5,47582,80,invalid,incomplete_no_ack
14.115.75.28,172.28.4.7,1257258758806092,1257258758806092,1,59814,80,invalid,incomplete_no_synack
14.115.75.28,172.28.4.7,1257258762806536,1257258762806536,1,23439,80,invalid,incomplete_no_synack
14.115.75.28,172.28.4.7,1257258766806730,1257258766806730,1,11339,80,invalid,incomplete_no_synack
14.115.75.28,172.28.4.7,1257258770807111,1257258780470207,4,48957,80,invalid,incomplete_no_ack
14.115.75.28,172.28.4.7,1257258774807202,1257258785267808,4,10598,80,invalid,incomplete_no_ack
14.115.75.28,172.28.4.7,1257258778807663,1257258778807663,1,39279,80,invalid,incomplete_no_synack
14.115.75.28,172.28.4.7,1257258782807860,1257258782807860,1,56484,80,invalid,incomplete_no_synack
14.115.75.28,172.28.4.7,1257258786808314,1257258808670842,5,24204,80,invalid,incomplete_no_ack
14.115.75.28,172.28.4.7,1257258790808648,1257258801070682,4,47603,80,invalid,incomplete_no_ack
