src,dst,st,et,p,sp,dp,ct,ir
9.81.41.34,172.28.4.7,1257257902740440,1257257925281550,5,41731,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257257902740561,1257257925281585,5,47187,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257257906738824,1257257906738824,1,4411,80,invalid,incomplete_no_synack
9.81.41.34,172.28.4.7,1257257910737060,1257257921081475,4,34200,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257257914735279,1257257937081852,5,32867,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257257918733656,1257257927880056,4,34526,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257257922731764,1257257945082038,5,35928,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257257926730003,1257257926730003,1,31365,80,invalid,incomplete_no_synack
9.81.41.34,172.28.4.7,1257257930728368,1257257930728368,1,33244,80,invalid,incomplete_no_synack
9.81.41.34,172.28.4.7,1257257934726524,1257257934726524,1,47488,80,invalid,incomplete_no_synack
9.81.41.34,172.28.4.7,1257257938724812,1257257938724812,1,21614,80,invalid,incomplete_no_synack
9.81.41.34,172.28.4.7,1257257942723073,1257257942723073,1,45931,80,invalid,incomplete_no_synack
9.81.41.34,172.28.4.7,1257257946721331,1257257946721331,1,23954,80,invalid,incomplete_no_synack
9.81.41.34,172.28.4.7,1257257950719787,1257257972482633,5,17650,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257257954717941,1257257964082436,4,23348,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257257958716356,1257257968682538,4,19663,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257257962714546,1257257962714546,1,25386,80,invalid,incomplete_no_synack
9.81.41.34,172.28.4.7,1257257966712872,1257257988682985,5,7337,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257257970711263,1257257981082796,4,43078,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257257974709501,1257257974709685,2,16718,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257257978707763,1257257978707763,1,24306,80,invalid,incomplete_no_synack
9.81.41.34,172.28.4.7,1257257982706045,1257258004283336,5,48371,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257257986704313,1257257996283148,4,44096,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257257990702590,1257258012683511,5,16881,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257258709742814,1257258718868823,4,24025,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257258709742815,1257258731869124,5,7946,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257258713743105,1257258713743105,1,18290,80,invalid,incomplete_no_synack
9.81.41.34,172.28.4.7,1257258717743374,1257258717743374,1,53304,80,invalid,incomplete_no_synack
9.81.41.34,172.28.4.7,1257258721743681,1257258731269116,4,18088,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257258725743979,1257258735668390,4,16465,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257258729744316,1257258752069573,5,55935,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257258733744640,1257258733744640,1,5888,80,invalid,incomplete_no_synack
9.81.41.34,172.28.4.7,1257258737744951,1257258748069498,4,34917,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257258741745236,1257258745669440,3,6691,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257258745745697,1257258745745898,2,29443,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257258749745876,1257258771470029,5,54994,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257258753746217,1257258776270111,5,44870,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257258757746633,1257258761869810,3,34066,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257258761746913,1257258761746913,1,7097,80,invalid,incomplete_no_synack
9.81.41.34,172.28.4.7,1257258765747420,1257258787470375,5,44965,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257258769747617,1257258779070196,4,58778,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257258773748001,1257258796070555,5,23650,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257258777748356,1257258777748356,1,10711,80,invalid,incomplete_no_synack
9.81.41.34,172.28.4.7,1257258781748714,1257258803470722,5,23801,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257258785749052,1257258807670830,5,48748,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257258789749566,1257258789749566,1,23237,80,invalid,incomplete_no_synack
9.81.41.34,172.28.4.7,1257258793749742,1257258815870992,5,26104,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257258797750185,1257258808070820,4,47402,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257264516708275,1257264538844182,5,30996,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257264516708360,1257264538844169,5,22021,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257264520708539,1257264520708539,1,17162,80,invalid,incomplete_no_synack
9.81.41.34,172.28.4.7,1257264524708725,1257264524708725,1,45756,80,invalid,incomplete_no_synack
9.81.41.34,172.28.4.7,1257264528708934,1257264551247024,5,12697,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257264532709140,1257264543046831,4,6521,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257264536709355,1257264536709355,1,53284,80,invalid,incomplete_no_synack
9.81.41.34,172.28.4.7,1257264540709590,1257264562047282,5,48640,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257264544709813,1257264544709813,1,36332,80,invalid,incomplete_no_synack
9.81.41.34,172.28.4.7,1257264548710038,1257264558447167,4,19478,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257264552710355,1257264574049534,5,29256,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257264556710610,1257264566849364,4,37573,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257264560710882,1257264582449714,5,12383,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257264564711156,1257264587049805,5,46293,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257264568713439,1257264578849619,4,58971,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257264572713709,1257264583249726,4,27291,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257264576713963,1257264599050093,5,42204,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257264580714346,1257264601845798,5,9368,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257264584714620,1257264584714620,1,5454,80,invalid,incomplete_no_synack
9.81.41.34,172.28.4.7,1257264588714859,1257264599250109,4,27600,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257264592714957,1257264614650444,5,43381,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257264596715210,1257264596715355,2,12906,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257264600715477,1257264610850340,4,5118,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257264604715733,1257264604715875,2,38381,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257273958734593,1257273967840846,4,50076,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257273958734688,1257273981041171,5,7552,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257273962734968,1257273962734968,1,53015,80,invalid,incomplete_no_synack
9.81.41.34,172.28.4.7,1257273966735169,1257273966735169,1,13180,80,invalid,incomplete_no_synack
9.81.41.34,172.28.4.7,1257273970735423,1257273970735423,1,18558,80,invalid,incomplete_no_synack
9.81.41.34,172.28.4.7,1257273974735839,1257273974735839,1,7818,80,invalid,incomplete_no_synack
9.81.41.34,172.28.4.7,1257273978735964,1257273978735964,1,8549,80,invalid,incomplete_no_synack
9.81.41.34,172.28.4.7,1257273982736420,1257273986641277,3,25686,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257273986736559,1257273986736559,1,5787,80,invalid,incomplete_no_synack
9.81.41.34,172.28.4.7,1257273990736846,1257274011847838,5,18854,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257273994737158,1257273994737158,1,23734,80,invalid,incomplete_no_synack
9.81.41.34,172.28.4.7,1257273998737493,1257273998737493,1,51558,80,invalid,incomplete_no_synack
9.81.41.34,172.28.4.7,1257274002737817,1257274006647700,3,56064,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257274006744323,1257274006744323,1,41266,80,invalid,incomplete_no_synack
9.81.41.34,172.28.4.7,1257274010744616,1257274010744616,1,52912,80,invalid,incomplete_no_synack
9.81.41.34,172.28.4.7,1257274014744911,1257274024648116,4,28191,80,invalid,incomplete_no_ack
9.81.41.34,172.28.4.7,1257274018745188,1257274018745188,1,7695,80,invalid,incomplete_no_synack
9.81.41.34,172.28.4.7,1257274022745310,1257274025848127,3,36376,80,invalid,incomplete_no_ack
