src,dst,st,et,p,sp,dp,ct,ir
172.28.14.161,70.98.1.1,1257258317728307,1257258318770347,19,50284,25,abortive,
70.98.1.1,172.28.14.161,1257258317731807,1257258317731997,2,47523,113,invalid,rst_during_handshake
172.28.14.161,70.98.1.1,1257258318756425,1257258319784445,19,34329,25,abortive,
70.98.1.1,172.28.14.161,1257258318758756,1257258318758923,2,41624,113,invalid,rst_during_handshake
172.28.14.161,70.98.1.1,1257258320811453,1257258321832269,19,55188,25,abortive,
70.98.1.1,172.28.14.161,1257258320814059,1257258320814249,2,49982,113,invalid,rst_during_handshake
172.28.14.161,70.98.1.1,1257258329066396,1257258330083872,19,45295,25,abortive,
70.98.1.1,172.28.14.161,1257258329069043,1257258329069191,2,36552,113,invalid,rst_during_handshake
172.28.14.161,70.98.1.1,1257258338368316,1257258339405607,19,50527,25,abortive,
70.98.1.1,172.28.14.161,1257258338370742,1257258338370889,2,51261,113,invalid,rst_during_handshake
172.28.14.161,70.98.1.1,1257258341456288,1257258342482579,19,56469,25,abortive,
70.98.1.1,172.28.14.161,1257258341458909,1257258341459090,2,54061,113,invalid,rst_during_handshake
172.28.14.161,70.98.1.1,1257258351764736,1257258352845689,19,59166,25,abortive,
70.98.1.1,172.28.14.161,1257258351767332,1257258351767481,2,56416,113,invalid,rst_during_handshake
172.28.14.161,70.98.1.1,1257258363033918,1257258364054289,19,55217,25,abortive,
70.98.1.1,172.28.14.161,1257258363036198,1257258363036347,2,60186,113,invalid,rst_during_handshake
172.28.14.161,70.98.1.1,1257258367296262,1257258368329598,19,52758,25,abortive,
70.98.1.1,172.28.14.161,1257258367298481,1257258367298629,2,42908,113,invalid,rst_during_handshake
172.28.14.161,70.98.1.1,1257258371387585,1257258375825087,21,42906,25,abortive,
70.98.1.1,172.28.14.161,1257258371390271,1257258371390420,2,37605,113,invalid,rst_during_handshake
172.28.14.161,70.98.1.1,1257258376610485,1257258377902974,19,36946,25,abortive,
70.98.1.1,172.28.14.161,1257258376613180,1257258376613382,2,54080,113,invalid,rst_during_handshake
172.28.14.161,70.98.1.1,1257258377652475,1257258378733507,19,47814,25,abortive,
70.98.1.1,172.28.14.161,1257258377657543,1257258377657737,2,35168,113,invalid,rst_during_handshake
172.28.14.161,70.98.1.1,1257258380767267,1257258381841397,19,42077,25,abortive,
70.98.1.1,172.28.14.161,1257258380769659,1257258380769811,2,34452,113,invalid,rst_during_handshake
172.28.14.161,70.98.1.1,1257258381805102,1257258382905364,19,37393,25,abortive,
70.98.1.1,172.28.14.161,1257258381807535,1257258381807687,2,58529,113,invalid,rst_during_handshake
172.28.14.161,70.98.1.1,1257258384957683,1257258386118455,19,41472,25,abortive,
70.98.1.1,172.28.14.161,1257258384959956,1257258384960107,2,44619,113,invalid,rst_during_handshake
172.28.14.161,70.98.1.1,1257258388066463,1257258389179191,21,58467,25,abortive,
70.98.1.1,172.28.14.161,1257258388068823,1257258388068972,2,44083,113,invalid,rst_during_handshake
172.28.14.161,70.98.1.1,1257258390144233,1257258391228939,19,58809,25,abortive,
70.98.1.1,172.28.14.161,1257258390150205,1257258390150358,2,54336,113,invalid,rst_during_handshake
172.28.14.161,70.98.1.1,1257258392212804,1257258393323307,19,34181,25,abortive,
70.98.1.1,172.28.14.161,1257258392215047,1257258392215197,2,38497,113,invalid,rst_during_handshake
172.28.14.161,70.98.1.1,1257258393246427,1257258394317369,19,48093,25,abortive,
70.98.1.1,172.28.14.161,1257258393248844,1257258393248992,2,33726,113,invalid,rst_during_handshake
172.28.14.161,70.98.1.1,1257258394281274,1257258395380032,19,57331,25,abortive,
70.98.1.1,172.28.14.161,1257258394299237,1257258394299435,2,42465,113,invalid,rst_during_handshake
172.28.14.161,70.98.1.1,1257258395325615,1257258396396592,19,36831,25,abortive,
70.98.1.1,172.28.14.161,1257258395327992,1257258395328188,2,33673,113,invalid,rst_during_handshake
172.28.14.161,70.98.1.1,1257258397391028,1257258398418784,19,52668,25,abortive,
70.98.1.1,172.28.14.161,1257258397395967,1257258397396116,2,43138,113,invalid,rst_during_handshake
172.28.14.161,70.98.1.1,1257258402554992,1257258403653644,19,33679,25,abortive,
