src,dst,st,et,p,sp,dp,ct,ir
172.28.194.173,64.180.1.1,1257260100855931,1257260101887087,19,43588,25,abortive,
64.180.1.1,172.28.194.173,1257260100858421,1257260100858572,2,41940,113,invalid,rst_during_handshake
172.28.194.173,64.180.1.1,1257260101885631,1257260103048659,19,33242,25,abortive,
64.180.1.1,172.28.194.173,1257260101890888,1257260101891035,2,52606,113,invalid,rst_during_handshake
172.28.194.173,64.180.1.1,1257260109079035,1257260110162688,19,38505,25,abortive,
64.180.1.1,172.28.194.173,1257260109081195,1257260109084348,2,44502,113,invalid,rst_during_handshake
172.28.194.173,64.180.1.1,1257260110113271,1257260111243747,19,33596,25,abortive,
64.180.1.1,172.28.194.173,1257260110127563,1257260110127718,2,51628,113,invalid,rst_during_handshake
172.28.194.173,64.180.1.1,1257260115322434,1257260116366607,19,52630,25,abortive,
64.180.1.1,172.28.194.173,1257260115324840,1257260115325005,2,54115,113,invalid,rst_during_handshake
172.28.194.173,64.180.1.1,1257260116349310,1257260117428350,19,35059,25,abortive,
64.180.1.1,172.28.194.173,1257260116351656,1257260116351806,2,59651,113,invalid,rst_during_handshake
172.28.194.173,64.180.1.1,1257260125842859,1257260126999679,19,33002,25,abortive,
64.180.1.1,172.28.194.173,1257260125845121,1257260125845272,2,34229,113,invalid,rst_during_handshake
172.28.194.173,64.180.1.1,1257260126924173,1257260127997780,19,51116,25,abortive,
64.180.1.1,172.28.194.173,1257260126926649,1257260126926797,2,54571,113,invalid,rst_during_handshake
172.28.194.173,64.180.1.1,1257260129009221,1257260130078942,19,49029,25,abortive,
64.180.1.1,172.28.194.173,1257260129012008,1257260129012227,2,48823,113,invalid,rst_during_handshake
172.28.194.173,64.180.1.1,1257260130031171,1257260131062511,19,47889,25,abortive,
64.180.1.1,172.28.194.173,1257260130033693,1257260130033844,2,56531,113,invalid,rst_during_handshake
172.28.194.173,64.180.1.1,1257260134452653,1257260135517340,19,44371,25,abortive,
64.180.1.1,172.28.194.173,1257260134456986,1257260134457193,2,41994,113,invalid,rst_during_handshake
172.28.194.173,64.180.1.1,1257260139590021,1257260140613104,19,48798,25,abortive,
64.180.1.1,172.28.194.173,1257260139592319,1257260139592473,2,60822,113,invalid,rst_during_handshake
172.28.194.173,64.180.1.1,1257260142682968,1257260143727947,19,47849,25,abortive,
64.180.1.1,172.28.194.173,1257260142685847,1257260142685994,2,38129,113,invalid,rst_during_handshake
172.28.194.173,64.180.1.1,1257260149898785,1257260150920737,19,37468,25,abortive,
64.180.1.1,172.28.194.173,1257260149902710,1257260149902928,2,49279,113,invalid,rst_during_handshake
172.28.194.173,64.180.1.1,1257260150919040,1257260151942743,19,49718,25,abortive,
64.180.1.1,172.28.194.173,1257260150921537,1257260150921695,2,40688,113,invalid,rst_during_handshake
172.28.194.173,64.180.1.1,1257260155011588,1257260156029698,19,53404,25,abortive,
64.180.1.1,172.28.194.173,1257260155014110,1257260155014262,2,36747,113,invalid,rst_during_handshake
172.28.194.173,64.180.1.1,1257260159143566,1257260160213343,19,34446,25,abortive,
64.180.1.1,172.28.194.173,1257260159146120,1257260159146296,2,40431,113,invalid,rst_during_handshake
172.28.194.173,64.180.1.1,1257260160173263,1257260161203911,19,53786,25,abortive,
64.180.1.1,172.28.194.173,1257260160175664,1257260160175815,2,53307,113,invalid,rst_during_handshake
172.28.194.173,64.180.1.1,1257260169046201,1257260170128507,19,37894,25,abortive,
64.180.1.1,172.28.194.173,1257260169048728,1257260169048907,2,55233,113,invalid,rst_during_handshake
172.28.194.173,64.180.1.1,1257260173154844,1257260174322962,19,57068,25,abortive,
64.180.1.1,172.28.194.173,1257260173159473,1257260173159678,2,36788,113,invalid,rst_during_handshake
172.28.194.173,64.180.1.1,1257260175237427,1257260176272981,19,48389,25,abortive,
64.180.1.1,172.28.194.173,1257260175239818,1257260175239967,2,49395,113,invalid,rst_during_handshake
172.28.194.173,64.180.1.1,1257260181393782,1257260182425028,19,35558,25,abortive,
64.180.1.1,172.28.194.173,1257260181396325,1257260181396474,2,35913,113,invalid,rst_during_handshake
172.28.194.173,64.180.1.1,1257260183447189,1257260184543385,19,60484,25,abortive,
64.180.1.1,172.28.194.173,1257260183449805,1257260183449956,2,45460,113,invalid,rst_during_handshake
172.28.194.173,64.180.1.1,1257260192703468,1257260193741287,19,57747,25,abortive,
64.180.1.1,172.28.194.173,1257260192706011,1257260192706161,2,42215,113,invalid,rst_during_handshake
172.28.194.173,64.180.1.1,1257260193731376,1257260194752978,19,60480,25,abortive,
64.180.1.1,172.28.194.173,1257260193734059,1257260193734260,2,37863,113,invalid,rst_during_handshake
172.28.194.173,64.180.1.1,1257260195774097,1257260196854375,19,38642,25,abortive,
64.180.1.1,172.28.194.173,1257260195776654,1257260195776804,2,47684,113,invalid,rst_during_handshake
172.28.194.173,64.180.1.1,1257260196806700,1257260197926344,19,49487,25,abortive,
64.180.1.1,172.28.194.173,1257260196818726,1257260196818925,2,34529,113,invalid,rst_during_handshake
172.28.194.173,64.180.1.1,1257260198910851,1257260199936434,19,56159,25,abortive,
64.180.1.1,172.28.194.173,1257260198913323,1257260198913475,2,49938,113,invalid,rst_during_handshake
172.28.194.173,64.180.1.1,1257260213917107,1257260214994046,19,54783,25,abortive,
64.180.1.1,172.28.194.173,1257260213919829,1257260213919978,2,54056,113,invalid,rst_during_handshake
172.28.194.173,64.180.1.1,1257260214952224,1257260215993429,19,37176,25,abortive,
64.180.1.1,172.28.194.173,1257260214954588,1257260214954736,2,47574,113,invalid,rst_during_handshake
172.28.194.173,64.180.1.1,1257260222200107,1257260223301061,19,59536,25,abortive,
64.180.1.1,172.28.194.173,1257260222202631,1257260222202838,2,47803,113,invalid,rst_during_handshake
