src,dst,st,et,p,sp,dp,ct,ir
172.28.16.39,70.98.1.1,1257264407054833,1257264408107531,19,46731,25,abortive,
70.98.1.1,172.28.16.39,1257264407057678,1257264407057827,2,48185,113,invalid,rst_during_handshake
172.28.16.39,70.98.1.1,1257264410146629,1257264411186845,19,53802,25,abortive,
70.98.1.1,172.28.16.39,1257264410149162,1257264410149352,2,57977,113,invalid,rst_during_handshake
172.28.16.39,70.98.1.1,1257264411173787,1257264416608672,21,54766,25,abortive,
70.98.1.1,172.28.16.39,1257264411176216,1257264411176367,2,60465,113,invalid,rst_during_handshake
172.28.16.39,70.98.1.1,1257264415773186,1257264417437420,19,43277,25,abortive,
70.98.1.1,172.28.16.39,1257264415791111,1257264415791272,2,52234,113,invalid,rst_during_handshake
172.28.16.39,70.98.1.1,1257264416830662,1257264418182282,21,59088,25,abortive,
70.98.1.1,172.28.16.39,1257264416832978,1257264416833129,2,37532,113,invalid,rst_during_handshake
172.28.16.39,70.98.1.1,1257264424261319,1257264425388493,19,47839,25,abortive,
70.98.1.1,172.28.16.39,1257264424275048,1257264424275201,2,40910,113,invalid,rst_during_handshake
172.28.16.39,70.98.1.1,1257264425331589,1257264426460481,19,40036,25,abortive,
70.98.1.1,172.28.16.39,1257264425334000,1257264425334147,2,33577,113,invalid,rst_during_handshake
172.28.16.39,70.98.1.1,1257264431507355,1257264432530739,19,41802,25,abortive,
70.98.1.1,172.28.16.39,1257264431509938,1257264431510131,2,42869,113,invalid,rst_during_handshake
172.28.16.39,70.98.1.1,1257264433571366,1257264434879146,19,59286,25,abortive,
70.98.1.1,172.28.16.39,1257264433573909,1257264433574057,2,60022,113,invalid,rst_during_handshake
172.28.16.39,70.98.1.1,1257264442949999,1257264444017646,19,38025,25,abortive,
70.98.1.1,172.28.16.39,1257264442952508,1257264442952697,2,33433,113,invalid,rst_during_handshake
172.28.16.39,70.98.1.1,1257264443984273,1257264445018389,19,39845,25,abortive,
70.98.1.1,172.28.16.39,1257264443986652,1257264443986802,2,49157,113,invalid,rst_during_handshake
172.28.16.39,70.98.1.1,1257264447154506,1257264448284860,19,44812,25,abortive,
70.98.1.1,172.28.16.39,1257264447156950,1257264447157097,2,46566,113,invalid,rst_during_handshake
172.28.16.39,70.98.1.1,1257264449238624,1257264450459868,21,59389,25,abortive,
70.98.1.1,172.28.16.39,1257264449241312,1257264449241462,2,60280,113,invalid,rst_during_handshake
