src,dst,st,et,p,sp,dp,ct,ir
172.28.132.105,66.200.1.1,1257259042365024,1257259043402060,19,56381,25,abortive,
66.200.1.1,172.28.132.105,1257259042368489,1257259042368676,2,47577,113,invalid,rst_during_handshake
172.28.132.105,66.200.1.1,1257259044416944,1257259045556725,19,38957,25,abortive,
66.200.1.1,172.28.132.105,1257259044419453,1257259044419602,2,37703,113,invalid,rst_during_handshake
172.28.132.105,66.200.1.1,1257259052716064,1257259053784947,19,39381,25,abortive,
66.200.1.1,172.28.132.105,1257259052718499,1257259052718654,2,54730,113,invalid,rst_during_handshake
172.28.132.105,66.200.1.1,1257259063065937,1257259064091236,19,43843,25,abortive,
66.200.1.1,172.28.132.105,1257259063068520,1257259063068670,2,48180,113,invalid,rst_during_handshake
172.28.132.105,66.200.1.1,1257259069250900,1257259070313755,19,59034,25,abortive,
66.200.1.1,172.28.132.105,1257259069253313,1257259069253463,2,42792,113,invalid,rst_during_handshake
172.28.132.105,66.200.1.1,1257259077428239,1257259079873070,19,46519,25,abortive,
66.200.1.1,172.28.132.105,1257259077430688,1257259077430838,2,57396,113,invalid,rst_during_handshake
172.28.132.105,66.200.1.1,1257259087087431,1257259088098975,20,35689,25,abortive,
66.200.1.1,172.28.132.105,1257259087089810,1257259087089958,2,52271,113,invalid,rst_during_handshake
172.28.132.105,66.200.1.1,1257259099542912,1257259100607942,19,59978,25,abortive,
66.200.1.1,172.28.132.105,1257259099545367,1257259099545525,2,35147,113,invalid,rst_during_handshake
172.28.132.105,66.200.1.1,1257259101604081,1257259102687569,19,33449,25,abortive,
66.200.1.1,172.28.132.105,1257259101606645,1257259101606794,2,59979,113,invalid,rst_during_handshake
172.28.132.105,66.200.1.1,1257259104691205,1257259105910594,19,42588,25,abortive,
66.200.1.1,172.28.132.105,1257259104694351,1257259104694536,2,42676,113,invalid,rst_during_handshake
172.28.132.105,66.200.1.1,1257259105715184,1257259106793838,19,50795,25,abortive,
66.200.1.1,172.28.132.105,1257259105719636,1257259105719836,2,57876,113,invalid,rst_during_handshake
172.28.132.105,66.200.1.1,1257259107789511,1257259108897980,19,40039,25,abortive,
66.200.1.1,172.28.132.105,1257259107792054,1257259107792208,2,48323,113,invalid,rst_during_handshake
172.28.132.105,66.200.1.1,1257259117119159,1257259118298405,19,37323,25,abortive,
66.200.1.1,172.28.132.105,1257259117123442,1257259117123618,2,33501,113,invalid,rst_during_handshake
172.28.132.105,66.200.1.1,1257259123452213,1257259125298876,21,48810,25,abortive,
66.200.1.1,172.28.132.105,1257259123454485,1257259123454636,2,41493,113,invalid,rst_during_handshake
172.28.132.105,66.200.1.1,1257259124775555,1257259126010934,21,48321,25,abortive,
66.200.1.1,172.28.132.105,1257259124778046,1257259124778198,2,35453,113,invalid,rst_during_handshake
172.28.132.105,66.200.1.1,1257259125882199,1257259126927826,19,42352,25,abortive,
66.200.1.1,172.28.132.105,1257259125884641,1257259125884795,2,38295,113,invalid,rst_during_handshake
172.28.132.105,66.200.1.1,1257259132217966,1257259133300832,19,56396,25,abortive,
66.200.1.1,172.28.132.105,1257259132220684,1257259132220881,2,52559,113,invalid,rst_during_handshake
