src,dst,st,et,p,sp,dp,ct,ir
5.154.248.27,172.28.4.7,1257257875714273,1257257897681870,13,60759,80,invalid,invalid_ack
5.154.248.27,172.28.4.7,1257257875714313,1257257875715074,4,37610,80,invalid,invalid_ack
5.154.248.27,172.28.4.7,1257257879712666,1257257900881938,13,23776,80,invalid,invalid_ack
5.154.248.27,172.28.4.7,1257257883710831,1257257905882017,13,25158,80,invalid,invalid_ack
5.154.248.27,172.28.4.7,1257257887709021,1257257897282083,10,19262,80,invalid,invalid_ack
5.154.248.27,172.28.4.7,1257257891707073,1257257902081646,10,36378,80,invalid,invalid_ack
5.154.248.27,172.28.4.7,1257257895705217,1257257906282563,10,20526,80,invalid,invalid_ack
5.154.248.27,172.28.4.7,1257257899703454,1257257920883193,13,32847,80,invalid,invalid_ack
5.154.248.27,172.28.4.7,1257257903701797,1257257925082729,13,17847,80,invalid,invalid_ack
5.154.248.27,172.28.4.7,1257257907699834,1257257930082644,13,59673,80,invalid,invalid_ack
5.154.248.27,172.28.4.7,1257257911698051,1257257922082907,10,35574,80,invalid,invalid_ack
5.154.248.27,172.28.4.7,1257257915696270,1257257938283470,13,23047,80,invalid,invalid_ack
5.154.248.27,172.28.4.7,1257257919694762,1257257941684123,13,3068,80,invalid,invalid_ack
5.154.248.27,172.28.4.7,1257257923693329,1257257945883078,13,22921,80,invalid,invalid_ack
5.154.248.27,172.28.4.7,1257257927691094,1257257948883350,13,6206,80,invalid,invalid_ack
5.154.248.27,172.28.4.7,1257257931690027,1257257941482973,10,24148,80,invalid,invalid_ack
5.154.248.27,172.28.4.7,1257257935688132,1257257957684260,13,30134,80,invalid,invalid_ack
5.154.248.27,172.28.4.7,1257257939686414,1257257949283459,10,28321,80,invalid,invalid_ack
5.154.248.27,172.28.4.7,1257257943684703,1257257953884289,10,58928,80,invalid,invalid_ack
5.154.248.27,172.28.4.7,1257257947683138,1257257957284328,10,23250,80,invalid,invalid_ack
5.154.248.27,172.28.4.7,1257257951681268,1257257951681268,1,55985,80,invalid,incomplete_no_synack
5.154.248.27,172.28.4.7,1257257955679605,1257257976882723,11,34131,80,invalid,invalid_ack
5.154.248.27,172.28.4.7,1257257959678061,1257257969282553,8,13967,80,invalid,invalid_ack
5.154.248.27,172.28.4.7,1257257963676194,1257257973282643,6,14340,80,invalid,invalid_ack
5.154.248.27,172.28.4.7,1257258682669657,1257258705068518,11,13449,80,invalid,invalid_ack
5.154.248.27,172.28.4.7,1257258682670095,1257258704668541,11,58714,80,invalid,invalid_ack
5.154.248.27,172.28.4.7,1257258686670333,1257258708468620,11,37934,80,invalid,invalid_ack
5.154.248.27,172.28.4.7,1257258690670662,1257258701069653,10,14726,80,invalid,invalid_ack
5.154.248.27,172.28.4.7,1257258694670918,1257258704268527,8,4910,80,invalid,invalid_ack
5.154.248.27,172.28.4.7,1257258698671330,1257258708668620,8,18647,80,invalid,invalid_ack
5.154.248.27,172.28.4.7,1257258702671588,1257258712268682,6,41074,80,invalid,invalid_ack
5.154.248.27,172.28.4.7,1257258706671861,1257258716068763,4,37894,80,invalid,incomplete_no_ack
5.154.248.27,172.28.4.7,1257258710672145,1257258720268872,4,19912,80,invalid,incomplete_no_ack
5.154.248.27,172.28.4.7,1257258714672443,1257258735668382,5,19506,80,invalid,incomplete_no_ack
5.154.248.27,172.28.4.7,1257258718672721,1257258728469055,4,44045,80,invalid,incomplete_no_ack
5.154.248.27,172.28.4.7,1257258722673174,1257258743869396,5,32578,80,invalid,incomplete_no_ack
5.154.248.27,172.28.4.7,1257258726673446,1257258736269223,4,24715,80,invalid,incomplete_no_ack
5.154.248.27,172.28.4.7,1257258730673611,1257258730673611,1,40121,80,invalid,incomplete_no_synack
5.154.248.27,172.28.4.7,1257258734673892,1257258756269673,5,20518,80,invalid,incomplete_no_ack
5.154.248.27,172.28.4.7,1257258738674212,1257258748269488,4,20298,80,invalid,incomplete_no_ack
5.154.248.27,172.28.4.7,1257258742674708,1257258752469609,4,34480,80,invalid,incomplete_no_ack
5.154.248.27,172.28.4.7,1257258746674950,1257258768869956,5,45315,80,invalid,incomplete_no_ack
5.154.248.27,172.28.4.7,1257258750675284,1257258771670031,5,27541,80,invalid,incomplete_no_ack
5.154.248.27,172.28.4.7,1257258754675632,1257258777070138,5,31490,80,invalid,incomplete_no_ack
5.154.248.27,172.28.4.7,1257258758675955,1257258768469950,4,51255,80,invalid,incomplete_no_ack
5.154.248.27,172.28.4.7,1257258762676312,1257258771870048,4,40131,80,invalid,incomplete_no_ack
5.154.248.27,172.28.4.7,1257258766676660,1257258788270373,5,27373,80,invalid,incomplete_no_ack
5.154.248.27,172.28.4.7,1257258770677055,1257258793070500,5,15871,80,invalid,incomplete_no_ack
5.154.248.27,172.28.4.7,1257264489647428,1257264511847132,13,20103,80,invalid,invalid_ack
5.154.248.27,172.28.4.7,1257264489647508,1257264510645009,13,12599,80,invalid,invalid_ack
5.154.248.27,172.28.4.7,1257264493647715,1257264515446880,13,36596,80,invalid,invalid_ack
5.154.248.27,172.28.4.7,1257264497647909,1257264519046280,11,36802,80,invalid,invalid_ack
5.154.248.27,172.28.4.7,1257264501648123,1257264511246825,10,29277,80,invalid,invalid_ack
5.154.248.27,172.28.4.7,1257264505648332,1257264528046483,11,8464,80,invalid,invalid_ack
5.154.248.27,172.28.4.7,1257264509648540,1257264531846573,9,7978,80,invalid,invalid_ack
5.154.248.27,172.28.4.7,1257264513648902,1257264535846682,7,20341,80,invalid,invalid_ack
5.154.248.27,172.28.4.7,1257264517648944,1257264540046770,5,21055,80,invalid,incomplete_no_ack
5.154.248.27,172.28.4.7,1257264521649130,1257264543846834,5,31768,80,invalid,incomplete_no_ack
5.154.248.27,172.28.4.7,1257264525649490,1257264534646647,4,13473,80,invalid,incomplete_no_ack
5.154.248.27,172.28.4.7,1257264529649548,1257264539646765,4,14845,80,invalid,incomplete_no_ack
5.154.248.27,172.28.4.7,1257264533649779,1257264556047136,5,51615,80,invalid,incomplete_no_ack
5.154.248.27,172.28.4.7,1257264537650070,1257264559047194,5,51864,80,invalid,incomplete_no_ack
5.154.248.27,172.28.4.7,1257264541650249,1257264563647298,5,42031,80,invalid,incomplete_no_ack
5.154.248.27,172.28.4.7,1257264545650502,1257264567845502,5,31906,80,invalid,incomplete_no_ack
5.154.248.27,172.28.4.7,1257264549650762,1257264549650762,1,47301,80,invalid,incomplete_no_synack
5.154.248.27,172.28.4.7,1257264553651024,1257264574849544,5,60613,80,invalid,incomplete_no_ack
5.154.248.27,172.28.4.7,1257264557651444,1257264567249369,4,51452,80,invalid,incomplete_no_ack
5.154.248.27,172.28.4.7,1257264561651613,1257264571649475,4,4534,80,invalid,incomplete_no_ack
5.154.248.27,172.28.4.7,1257264565651914,1257264587049809,5,45393,80,invalid,incomplete_no_ack
