src,dst,st,et,p,sp,dp,ct,ir
172.28.132.105,24.145.1.1,1257259034897539,1257259038461809,21,37883,25,abortive,
24.145.1.1,172.28.132.105,1257259034900218,1257259034900396,2,57066,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257259041344624,1257259042368367,19,48545,25,abortive,
24.145.1.1,172.28.132.105,1257259041346986,1257259041347135,2,46615,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257259065108118,1257259066299132,19,56499,25,abortive,
24.145.1.1,172.28.132.105,1257259065111070,1257259065111261,2,56589,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257259071306192,1257259072340230,19,41551,25,abortive,
24.145.1.1,172.28.132.105,1257259071308693,1257259071308844,2,39270,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257259084000600,1257259085115327,19,59149,25,abortive,
24.145.1.1,172.28.132.105,1257259084002982,1257259084003141,2,57386,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257259090185202,1257259091209454,19,37608,25,abortive,
24.145.1.1,172.28.132.105,1257259090187712,1257259090187864,2,52308,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257259091212167,1257259092261063,19,41439,25,abortive,
24.145.1.1,172.28.132.105,1257259091215103,1257259091215317,2,47849,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257259093279974,1257259094297690,19,55562,25,abortive,
24.145.1.1,172.28.132.105,1257259093282471,1257259093282618,2,33125,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257259119194361,1257259123563650,21,34127,25,abortive,
24.145.1.1,172.28.132.105,1257259119196854,1257259119197002,2,54043,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257259127951232,1257259129100871,21,55852,25,abortive,
24.145.1.1,172.28.132.105,1257259127953778,1257259127953927,2,39257,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257259138528602,1257259139628411,19,38970,25,abortive,
24.145.1.1,172.28.132.105,1257259138531227,1257259138531432,2,35285,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257259140615178,1257259141686509,19,49316,25,abortive,
24.145.1.1,172.28.132.105,1257259140618063,1257259140618241,2,48958,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257259150055986,1257259151123148,19,35275,25,abortive,
24.145.1.1,172.28.132.105,1257259150058520,1257259150058672,2,33087,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257259154189746,1257259155248764,19,45290,25,abortive,
24.145.1.1,172.28.132.105,1257259154192119,1257259154192269,2,57416,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257259155212577,1257259156328814,19,36876,25,abortive,
24.145.1.1,172.28.132.105,1257259155215031,1257259155215181,2,39386,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257259164659076,1257259169071125,21,33582,25,abortive,
24.145.1.1,172.28.132.105,1257259164661514,1257259164661664,2,58024,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257259180311566,1257259181442468,19,54164,25,abortive,
24.145.1.1,172.28.132.105,1257259180314124,1257259180314272,2,47564,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257259183525069,1257259184655040,19,60351,25,abortive,
24.145.1.1,172.28.132.105,1257259183527506,1257259183527660,2,52016,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257259196995919,1257259198072245,19,50402,25,abortive,
24.145.1.1,172.28.132.105,1257259196998268,1257259196998418,2,40552,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257259213404771,1257259214490161,19,59178,25,abortive,
24.145.1.1,172.28.132.105,1257259213407309,1257259213407465,2,33127,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257283509816122,1257283510851766,19,56858,25,abortive,
24.145.1.1,172.28.132.105,1257283509818678,1257283509818826,2,41220,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257283524273159,1257283525341465,19,33608,25,abortive,
24.145.1.1,172.28.132.105,1257283524275586,1257283524275736,2,53706,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257283547423269,1257283548502856,19,57153,25,abortive,
24.145.1.1,172.28.132.105,1257283547425729,1257283547425877,2,49818,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257283550515618,1257283551615058,19,56652,25,abortive,
24.145.1.1,172.28.132.105,1257283550518226,1257283550518373,2,40331,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257283571219115,1257283572338961,19,39632,25,abortive,
24.145.1.1,172.28.132.105,1257283571221696,1257283571221846,2,50145,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257283591922342,1257283593132767,19,43312,25,abortive,
24.145.1.1,172.28.132.105,1257283591925076,1257283591925221,2,56910,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257283595041690,1257283596215736,21,52018,25,abortive,
24.145.1.1,172.28.132.105,1257283595044232,1257283595044378,2,50725,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257283598200566,1257283599287097,19,56202,25,abortive,
24.145.1.1,172.28.132.105,1257283598203139,1257283598203288,2,50331,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257283605465412,1257283606571647,19,44271,25,abortive,
24.145.1.1,172.28.132.105,1257283605467919,1257283605468070,2,40971,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257283611728131,1257283612793688,19,57570,25,abortive,
24.145.1.1,172.28.132.105,1257283611730836,1257283611730984,2,44583,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257283615857357,1257283620903297,19,58289,25,abortive,
24.145.1.1,172.28.132.105,1257283615859911,1257283615860061,2,58374,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257359223874318,1257359224948365,19,35996,25,abortive,
24.145.1.1,172.28.132.105,1257359223876923,1257359223877121,2,37105,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257359230091618,1257359231156365,19,59501,25,abortive,
24.145.1.1,172.28.132.105,1257359230094086,1257359230094238,2,39065,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257359246885624,1257359247909578,19,33867,25,abortive,
24.145.1.1,172.28.132.105,1257359246888047,1257359246888193,2,56596,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257359256179970,1257359257213144,19,46874,25,abortive,
24.145.1.1,172.28.132.105,1257359256182384,1257359256182533,2,57131,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257359258233987,1257359259269300,19,55317,25,abortive,
24.145.1.1,172.28.132.105,1257359258236382,1257359258236658,2,40801,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257359273297341,1257359274405230,19,59569,25,abortive,
24.145.1.1,172.28.132.105,1257359273300772,1257359273300977,2,47225,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257359299191598,1257359300246015,19,42361,25,abortive,
24.145.1.1,172.28.132.105,1257359299194104,1257359299194252,2,33168,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257359311635051,1257359312709067,19,33548,25,abortive,
24.145.1.1,172.28.132.105,1257359311637407,1257359311637558,2,43126,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257413839031227,1257413840058074,19,41683,25,abortive,
24.145.1.1,172.28.132.105,1257413839033817,1257413839033966,2,47006,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257413847202667,1257413848222293,19,50259,25,abortive,
24.145.1.1,172.28.132.105,1257413847205105,1257413847205257,2,49215,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257413854359535,1257413855381287,19,40100,25,abortive,
24.145.1.1,172.28.132.105,1257413854362086,1257413854362259,2,52500,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257413870750683,1257413871783460,19,37925,25,abortive,
24.145.1.1,172.28.132.105,1257413870753090,1257413870753240,2,38154,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257413875873170,1257413876895954,19,57139,25,abortive,
24.145.1.1,172.28.132.105,1257413875875712,1257413875875862,2,54072,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257413877916261,1257413878943655,19,50143,25,abortive,
24.145.1.1,172.28.132.105,1257413877918830,1257413877918978,2,43051,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257420715744946,1257420716833513,19,51147,25,abortive,
24.145.1.1,172.28.132.105,1257420715747373,1257420715747516,2,41261,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257420726058684,1257420727086762,19,55635,25,abortive,
24.145.1.1,172.28.132.105,1257420726061107,1257420726061249,2,44638,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257420732205422,1257420733225432,19,60586,25,abortive,
24.145.1.1,172.28.132.105,1257420732207886,1257420732208026,2,57755,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257420737325417,1257420738405690,19,45336,25,abortive,
24.145.1.1,172.28.132.105,1257420737327827,1257420737327969,2,56902,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257420742458957,1257420743481295,19,41677,25,abortive,
24.145.1.1,172.28.132.105,1257420742461372,1257420742461515,2,34070,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257420748619424,1257420749656441,19,60790,25,abortive,
24.145.1.1,172.28.132.105,1257420748622636,1257420748622778,2,36154,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257420756806121,1257420757853394,19,53765,25,abortive,
24.145.1.1,172.28.132.105,1257420756808542,1257420756808683,2,35128,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257420758865344,1257420759925633,19,56149,25,abortive,
24.145.1.1,172.28.132.105,1257420758867794,1257420758867934,2,43473,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257420765031928,1257420766061511,19,48527,25,abortive,
24.145.1.1,172.28.132.105,1257420765034433,1257420765034575,2,51666,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257420784503506,1257420785562119,19,34484,25,abortive,
24.145.1.1,172.28.132.105,1257420784505964,1257420784506105,2,33741,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257420791648153,1257420792675821,19,40246,25,abortive,
24.145.1.1,172.28.132.105,1257420791650605,1257420791650745,2,60637,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257420804914873,1257420805932142,19,37644,25,abortive,
24.145.1.1,172.28.132.105,1257420804917394,1257420804917535,2,37972,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257420806951398,1257420807971364,19,54181,25,abortive,
24.145.1.1,172.28.132.105,1257420806953743,1257420806953883,2,56189,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257420817207042,1257420818306723,19,58387,25,abortive,
24.145.1.1,172.28.132.105,1257420817209532,1257420817209677,2,52222,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257420833731788,1257420834749005,19,45064,25,abortive,
24.145.1.1,172.28.132.105,1257420833734223,1257420833734365,2,45699,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257420836805093,1257420838262333,19,38654,25,abortive,
24.145.1.1,172.28.132.105,1257420836807548,1257420836807692,2,39882,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257420847087371,1257420848215092,19,58811,25,abortive,
24.145.1.1,172.28.132.105,1257420847089849,1257420847089995,2,46042,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257420848114349,1257420849185130,19,48412,25,abortive,
24.145.1.1,172.28.132.105,1257420848116810,1257420848116954,2,59812,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257420852232186,1257420853300124,19,58320,25,abortive,
24.145.1.1,172.28.132.105,1257420852234690,1257420852234837,2,42501,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257420853256311,1257420854329003,19,38030,25,abortive,
24.145.1.1,172.28.132.105,1257420853258744,1257420853258887,2,45573,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257420856339561,1257420857446508,19,40367,25,abortive,
24.145.1.1,172.28.132.105,1257420856341909,1257420856342052,2,56897,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257420862508818,1257420864060043,21,57832,25,abortive,
24.145.1.1,172.28.132.105,1257420862511262,1257420862511405,2,55130,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257420867956330,1257420869073326,19,50720,25,abortive,
24.145.1.1,172.28.132.105,1257420867958637,1257420867958779,2,47948,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257420872082472,1257420873141293,19,57741,25,abortive,
24.145.1.1,172.28.132.105,1257420872085003,1257420872085173,2,51031,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257420879253514,1257420880305806,19,40393,25,abortive,
24.145.1.1,172.28.132.105,1257420879256070,1257420879256214,2,45640,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257420886412504,1257420887448923,19,34524,25,abortive,
24.145.1.1,172.28.132.105,1257420886414995,1257420886415137,2,54926,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257420901783756,1257420902823827,19,48185,25,abortive,
24.145.1.1,172.28.132.105,1257420901786335,1257420901786516,2,56988,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257420902812472,1257420903885162,19,35684,25,abortive,
24.145.1.1,172.28.132.105,1257420902814931,1257420902815076,2,34790,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257420908985770,1257420910025404,19,57595,25,abortive,
24.145.1.1,172.28.132.105,1257420908988178,1257420908988322,2,56121,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257420910023164,1257420911044521,19,51284,25,abortive,
24.145.1.1,172.28.132.105,1257420910025539,1257420910025681,2,48787,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257420921404013,1257420922780020,19,54720,25,abortive,
24.145.1.1,172.28.132.105,1257420921407144,1257420921407287,2,35120,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257420931652155,1257420932676413,19,34606,25,abortive,
24.145.1.1,172.28.132.105,1257420931654673,1257420931654817,2,57284,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257420934726284,1257420935745096,19,35052,25,abortive,
24.145.1.1,172.28.132.105,1257420934728809,1257420934728950,2,38511,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257421169051509,1257421170069844,19,54166,25,abortive,
24.145.1.1,172.28.132.105,1257421169054012,1257421169054154,2,54104,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257421170070585,1257421171093602,19,59140,25,abortive,
24.145.1.1,172.28.132.105,1257421170073069,1257421170073211,2,51738,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257421177233674,1257421178313102,19,54553,25,abortive,
24.145.1.1,172.28.132.105,1257421177235899,1257421177236042,2,34234,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257421184433678,1257421185449912,19,49121,25,abortive,
24.145.1.1,172.28.132.105,1257421184436120,1257421184436265,2,40262,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257421192607853,1257421193626487,19,54638,25,abortive,
24.145.1.1,172.28.132.105,1257421192610296,1257421192610438,2,52735,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257421195665107,1257421196697815,19,55449,25,abortive,
24.145.1.1,172.28.132.105,1257421195667493,1257421195667658,2,40748,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257421204895129,1257421205920530,19,56218,25,abortive,
24.145.1.1,172.28.132.105,1257421204897659,1257421204897802,2,42219,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257421207966578,1257421208989002,19,32925,25,abortive,
24.145.1.1,172.28.132.105,1257421207969054,1257421207969201,2,59126,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257431449932656,1257431450949493,19,37741,25,abortive,
24.145.1.1,172.28.132.105,1257431449935276,1257431449935427,2,56230,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257431457071081,1257431458094154,19,38733,25,abortive,
24.145.1.1,172.28.132.105,1257431457073637,1257431457073814,2,52709,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257431469354709,1257431470384114,19,58520,25,abortive,
24.145.1.1,172.28.132.105,1257431469357236,1257431469357390,2,39802,113,invalid,rst_during_handshake
172.28.132.105,24.145.1.1,1257431484711688,1257431485732951,19,54678,25,abortive,
24.145.1.1,172.28.132.105,1257431484714203,1257431484714365,2,33610,113,invalid,rst_during_handshake
