src,dst,st,et,p,sp,dp,ct,ir
14.51.154.31,172.28.4.7,1257257918786779,1257257928079147,10,55267,80,invalid,invalid_ack
14.51.154.31,172.28.4.7,1257257918787051,1257257940882673,13,23294,80,invalid,invalid_ack
14.51.154.31,172.28.4.7,1257257922785316,1257257932282443,10,24587,80,invalid,invalid_ack
14.51.154.31,172.28.4.7,1257257926783566,1257257926783566,1,10909,80,invalid,incomplete_no_synack
14.51.154.31,172.28.4.7,1257257930781824,1257257930781824,1,58985,80,invalid,incomplete_no_synack
14.51.154.31,172.28.4.7,1257257934780084,1257257934780084,1,6086,80,invalid,incomplete_no_synack
14.51.154.31,172.28.4.7,1257257938778356,1257257938778356,1,51813,80,invalid,incomplete_no_synack
14.51.154.31,172.28.4.7,1257257942776656,1257257942776656,1,43915,80,invalid,incomplete_no_synack
14.51.154.31,172.28.4.7,1257257946774954,1257257946774954,1,56008,80,invalid,incomplete_no_synack
14.51.154.31,172.28.4.7,1257257950773280,1257257950774039,4,37966,80,invalid,invalid_ack
14.51.154.31,172.28.4.7,1257257954771361,1257257963883110,10,29879,80,invalid,invalid_ack
14.51.154.31,172.28.4.7,1257257958769815,1257257958769815,1,20751,80,invalid,incomplete_no_synack
14.51.154.31,172.28.4.7,1257257962767974,1257257962767974,1,18277,80,invalid,incomplete_no_synack
14.51.154.31,172.28.4.7,1257257966766257,1257257988883764,13,6353,80,invalid,invalid_ack
14.51.154.31,172.28.4.7,1257257970764560,1257257970764560,1,44571,80,invalid,incomplete_no_synack
14.51.154.31,172.28.4.7,1257257974762849,1257257996483819,13,9836,80,invalid,invalid_ack
14.51.154.31,172.28.4.7,1257257978761311,1257257978761311,1,48524,80,invalid,incomplete_no_synack
14.51.154.31,172.28.4.7,1257257982759425,1257258004884024,13,50170,80,invalid,invalid_ack
14.51.154.31,172.28.4.7,1257257986757722,1257257996885304,10,47366,80,invalid,invalid_ack
14.51.154.31,172.28.4.7,1257257990756093,1257257990756093,1,50639,80,invalid,incomplete_no_synack
14.51.154.31,172.28.4.7,1257257994754386,1257258088861569,13,2726,80,invalid,invalid_ack
14.51.154.31,172.28.4.7,1257257998752585,1257257998752585,1,39075,80,invalid,incomplete_no_synack
14.51.154.31,172.28.4.7,1257258002750849,1257258011883492,6,57067,80,invalid,invalid_ack
14.51.154.31,172.28.4.7,1257258006750070,1257258006750070,1,11883,80,invalid,incomplete_no_synack
14.51.154.31,172.28.4.7,1257258725783801,1257258725783801,1,38300,80,invalid,incomplete_no_synack
14.51.154.31,172.28.4.7,1257258725784077,1257258725784077,1,44742,80,invalid,incomplete_no_synack
14.51.154.31,172.28.4.7,1257258729784350,1257258729784350,1,9063,80,invalid,incomplete_no_synack
14.51.154.31,172.28.4.7,1257258733784610,1257258733784610,1,60880,80,invalid,incomplete_no_synack
14.51.154.31,172.28.4.7,1257258737784931,1257258737784931,1,15050,80,invalid,incomplete_no_synack
14.51.154.31,172.28.4.7,1257258741785257,1257258741785257,1,18733,80,invalid,incomplete_no_synack
14.51.154.31,172.28.4.7,1257258745785592,1257258745785592,1,42837,80,invalid,incomplete_no_synack
14.51.154.31,172.28.4.7,1257258749785940,1257258749785940,1,19464,80,invalid,incomplete_no_synack
14.51.154.31,172.28.4.7,1257258753786434,1257258753786434,1,28524,80,invalid,incomplete_no_synack
14.51.154.31,172.28.4.7,1257258757786625,1257258780070198,5,58359,80,invalid,incomplete_no_ack
14.51.154.31,172.28.4.7,1257258761787114,1257258761787114,1,8956,80,invalid,incomplete_no_synack
14.51.154.31,172.28.4.7,1257258765787563,1257258786870350,5,60822,80,invalid,incomplete_no_ack
14.51.154.31,172.28.4.7,1257258769787791,1257258769787791,1,10584,80,invalid,incomplete_no_synack
