src,dst,st,et,p,sp,dp,ct,ir
172.28.212.207,24.145.1.1,1257259077809327,1257259079802759,21,34512,25,abortive,
24.145.1.1,172.28.212.207,1257259077812035,1257259077812197,2,44104,113,invalid,rst_during_handshake
172.28.212.207,24.145.1.1,1257259089700402,1257259090739870,19,41002,25,abortive,
24.145.1.1,172.28.212.207,1257259089702902,1257259089703088,2,41426,113,invalid,rst_during_handshake
172.28.212.207,24.145.1.1,1257259095910906,1257259097156942,19,34615,25,abortive,
24.145.1.1,172.28.212.207,1257259095916224,1257259095916374,2,40406,113,invalid,rst_during_handshake
172.28.212.207,24.145.1.1,1257259100038693,1257259101101524,19,51539,25,abortive,
24.145.1.1,172.28.212.207,1257259100041192,1257259100041342,2,43979,113,invalid,rst_during_handshake
172.28.212.207,24.145.1.1,1257259106352252,1257259107432975,19,59751,25,abortive,
24.145.1.1,172.28.212.207,1257259106356253,1257259106356452,2,42716,113,invalid,rst_during_handshake
172.28.212.207,24.145.1.1,1257259111645293,1257259112698996,19,50262,25,abortive,
24.145.1.1,172.28.212.207,1257259111647746,1257259111647896,2,58883,113,invalid,rst_during_handshake
172.28.212.207,24.145.1.1,1257259127907657,1257259129054417,19,50383,25,abortive,
24.145.1.1,172.28.212.207,1257259127911448,1257259127911599,2,51111,113,invalid,rst_during_handshake
172.28.212.207,24.145.1.1,1257259136252750,1257259137352812,19,40779,25,abortive,
24.145.1.1,172.28.212.207,1257259136255288,1257259136255441,2,51973,113,invalid,rst_during_handshake
172.28.212.207,24.145.1.1,1257259137290082,1257259138372903,19,41724,25,abortive,
24.145.1.1,172.28.212.207,1257259137292469,1257259137292622,2,33126,113,invalid,rst_during_handshake
172.28.212.207,24.145.1.1,1257259145518101,1257259146700089,19,57747,25,abortive,
24.145.1.1,172.28.212.207,1257259145599123,1257259145599275,2,44074,113,invalid,rst_during_handshake
172.28.212.207,24.145.1.1,1257259147656911,1257259148690322,19,33359,25,abortive,
24.145.1.1,172.28.212.207,1257259147659374,1257259147659523,2,33835,113,invalid,rst_during_handshake
172.28.212.207,24.145.1.1,1257259149711627,1257259150747113,19,50995,25,abortive,
24.145.1.1,172.28.212.207,1257259149714122,1257259149714269,2,48498,113,invalid,rst_during_handshake
172.28.212.207,24.145.1.1,1257259162227793,1257259163305010,19,35419,25,abortive,
24.145.1.1,172.28.212.207,1257259162230249,1257259162230397,2,33948,113,invalid,rst_during_handshake
172.28.212.207,24.145.1.1,1257259171227058,1257259172332495,19,46901,25,abortive,
24.145.1.1,172.28.212.207,1257259171229856,1257259171230009,2,34497,113,invalid,rst_during_handshake
172.28.212.207,24.145.1.1,1257259174376409,1257259175449871,19,57364,25,abortive,
