src,dst,st,et,p,sp,dp,ct,ir
172.28.13.29,70.98.1.1,1257264504886011,1257264505922361,19,57065,25,abortive,
70.98.1.1,172.28.13.29,1257264504888405,1257264504888553,2,55768,113,invalid,rst_during_handshake
172.28.13.29,70.98.1.1,1257264511040831,1257264512347360,19,52638,25,abortive,
70.98.1.1,172.28.13.29,1257264511043266,1257264511043420,2,49281,113,invalid,rst_during_handshake
172.28.13.29,70.98.1.1,1257264515238206,1257264516333757,19,45712,25,abortive,
70.98.1.1,172.28.13.29,1257264515240549,1257264515240714,2,43540,113,invalid,rst_during_handshake
172.28.13.29,70.98.1.1,1257264517310697,1257264518352296,19,40575,25,abortive,
70.98.1.1,172.28.13.29,1257264517312972,1257264517313173,2,36484,113,invalid,rst_during_handshake
172.28.13.29,70.98.1.1,1257264522438912,1257264523821403,19,53576,25,abortive,
70.98.1.1,172.28.13.29,1257264522441538,1257264522441686,2,41464,113,invalid,rst_during_handshake
172.28.13.29,70.98.1.1,1257264523485716,1257264524506273,19,36852,25,abortive,
70.98.1.1,172.28.13.29,1257264523488113,1257264523488263,2,41068,113,invalid,rst_during_handshake
172.28.13.29,70.98.1.1,1257264524504020,1257264525547421,19,54399,25,abortive,
70.98.1.1,172.28.13.29,1257264524506613,1257264524506799,2,36426,113,invalid,rst_during_handshake
172.28.13.29,70.98.1.1,1257264526566198,1257264531809900,21,34757,25,abortive,
70.98.1.1,172.28.13.29,1257264526568712,1257264526568862,2,47496,113,invalid,rst_during_handshake
172.28.13.29,70.98.1.1,1257264532727645,1257264533986698,19,45090,25,abortive,
70.98.1.1,172.28.13.29,1257264532730241,1257264532730446,2,46690,113,invalid,rst_during_handshake
172.28.13.29,70.98.1.1,1257264533763500,1257264535020656,19,37103,25,abortive,
70.98.1.1,172.28.13.29,1257264533796426,1257264533796571,2,58573,113,invalid,rst_during_handshake
172.28.13.29,70.98.1.1,1257264535925075,1257264537054506,19,53283,25,abortive,
70.98.1.1,172.28.13.29,1257264535927707,1257264535927899,2,60418,113,invalid,rst_during_handshake
172.28.13.29,70.98.1.1,1257264537007742,1257264538173841,19,33027,25,abortive,
70.98.1.1,172.28.13.29,1257264537010207,1257264537010388,2,55816,113,invalid,rst_during_handshake
172.28.13.29,70.98.1.1,1257264538043098,1257264539203138,19,46046,25,abortive,
70.98.1.1,172.28.13.29,1257264538045399,1257264538045553,2,58221,113,invalid,rst_during_handshake
172.28.13.29,70.98.1.1,1257264540109300,1257264541171450,19,54514,25,abortive,
70.98.1.1,172.28.13.29,1257264540111662,1257264540111824,2,38019,113,invalid,rst_during_handshake
172.28.13.29,70.98.1.1,1257264542193321,1257264543320611,19,48598,25,abortive,
70.98.1.1,172.28.13.29,1257264542195715,1257264542195866,2,45857,113,invalid,rst_during_handshake
172.28.13.29,70.98.1.1,1257264544254693,1257264545303012,19,50525,25,abortive,
70.98.1.1,172.28.13.29,1257264544257114,1257264544257263,2,50791,113,invalid,rst_during_handshake
172.28.13.29,70.98.1.1,1257264545284784,1257264546452952,19,53014,25,abortive,
70.98.1.1,172.28.13.29,1257264545287208,1257264545287361,2,50565,113,invalid,rst_during_handshake
172.28.13.29,70.98.1.1,1257264548415634,1257264549532699,19,58623,25,abortive,
70.98.1.1,172.28.13.29,1257264548418286,1257264548418434,2,46711,113,invalid,rst_during_handshake
172.28.13.29,70.98.1.1,1257264549435441,1257264550521628,19,39032,25,abortive,
70.98.1.1,172.28.13.29,1257264549437916,1257264549438066,2,48659,113,invalid,rst_during_handshake
172.28.13.29,70.98.1.1,1257264552524348,1257264553562923,19,47622,25,abortive,
70.98.1.1,172.28.13.29,1257264552526834,1257264552527012,2,34335,113,invalid,rst_during_handshake
172.28.13.29,70.98.1.1,1257264554593983,1257264555627709,19,39081,25,abortive,
70.98.1.1,172.28.13.29,1257264554596337,1257264554596484,2,46325,113,invalid,rst_during_handshake
172.28.13.29,70.98.1.1,1257264556654353,1257264557895510,19,34457,25,abortive,
70.98.1.1,172.28.13.29,1257264556656914,1257264556657067,2,50182,113,invalid,rst_during_handshake
172.28.13.29,70.98.1.1,1257264557692523,1257264558805879,19,48753,25,abortive,
70.98.1.1,172.28.13.29,1257264557718267,1257264557718414,2,39270,113,invalid,rst_during_handshake
172.28.13.29,70.98.1.1,1257285391895076,1257285393034430,19,48603,25,abortive,
