src,dst,st,et,p,sp,dp,ct,ir
11.220.46.14,172.28.4.7,1257257911780079,1257257911780079,1,24983,80,invalid,incomplete_no_synack
11.220.46.14,172.28.4.7,1257257911780178,1257257911780178,1,29980,80,invalid,incomplete_no_synack
11.220.46.14,172.28.4.7,1257257915778247,1257257915778247,1,17589,80,invalid,incomplete_no_synack
11.220.46.14,172.28.4.7,1257257919776466,1257257919776466,1,56736,80,invalid,incomplete_no_synack
11.220.46.14,172.28.4.7,1257257923774720,1257257945482007,5,56918,80,invalid,incomplete_no_ack
11.220.46.14,172.28.4.7,1257257927773005,1257257927773005,1,33472,80,invalid,incomplete_no_synack
11.220.46.14,172.28.4.7,1257257931771193,1257257934881778,3,50499,80,invalid,incomplete_no_ack
11.220.46.14,172.28.4.7,1257257935769478,1257257935769478,1,10287,80,invalid,incomplete_no_synack
11.220.46.14,172.28.4.7,1257257939767777,1257257939767777,1,47855,80,invalid,incomplete_no_synack
11.220.46.14,172.28.4.7,1257257943766210,1257257943766210,1,2764,80,invalid,incomplete_no_synack
11.220.46.14,172.28.4.7,1257257947764338,1257257951882142,3,56255,80,invalid,incomplete_no_ack
11.220.46.14,172.28.4.7,1257257951762624,1257257951762624,1,42935,80,invalid,incomplete_no_synack
11.220.46.14,172.28.4.7,1257257955760925,1257257977482726,5,30137,80,invalid,incomplete_no_ack
11.220.46.14,172.28.4.7,1257257959759218,1257257959759218,1,15043,80,invalid,incomplete_no_synack
11.220.46.14,172.28.4.7,1257257963757653,1257257963757653,1,18315,80,invalid,incomplete_no_synack
11.220.46.14,172.28.4.7,1257257967755782,1257257989483001,5,27254,80,invalid,incomplete_no_ack
11.220.46.14,172.28.4.7,1257257971754068,1257257981082808,4,32781,80,invalid,incomplete_no_ack
11.220.46.14,172.28.4.7,1257257975752564,1257257997283200,5,59442,80,invalid,incomplete_no_ack
11.220.46.14,172.28.4.7,1257257979750807,1257257979750807,1,26721,80,invalid,incomplete_no_synack
11.220.46.14,172.28.4.7,1257257983748987,1257257983748987,1,43313,80,invalid,incomplete_no_synack
11.220.46.14,172.28.4.7,1257257987747376,1257257996883154,4,32662,80,invalid,incomplete_no_ack
11.220.46.14,172.28.4.7,1257257991745558,1257258086462725,7,1856,80,invalid,incomplete_no_ack
11.220.46.14,172.28.4.7,1257257995743816,1257258089261392,7,32666,80,invalid,incomplete_no_ack
11.220.46.14,172.28.4.7,1257257999742194,1257258009283444,4,36421,80,invalid,incomplete_no_ack
11.220.46.14,172.28.4.7,1257258718773079,1257258718773079,1,7681,80,invalid,incomplete_no_synack
11.220.46.14,172.28.4.7,1257258718773314,1257258718773314,1,51164,80,invalid,incomplete_no_synack
11.220.46.14,172.28.4.7,1257258722773498,1257258722773498,1,1814,80,invalid,incomplete_no_synack
11.220.46.14,172.28.4.7,1257258726773824,1257258726773824,1,16312,80,invalid,incomplete_no_synack
11.220.46.14,172.28.4.7,1257258730774129,1257258730774129,1,42656,80,invalid,incomplete_no_synack
11.220.46.14,172.28.4.7,1257258734774447,1257258734774447,1,45827,80,invalid,incomplete_no_synack
11.220.46.14,172.28.4.7,1257258738774749,1257258738774749,1,41057,80,invalid,incomplete_no_synack
11.220.46.14,172.28.4.7,1257258742775265,1257258742775265,1,15433,80,invalid,incomplete_no_synack
11.220.46.14,172.28.4.7,1257258746775559,1257258756869691,4,50029,80,invalid,incomplete_no_ack
11.220.46.14,172.28.4.7,1257258750775904,1257258750775904,1,52610,80,invalid,incomplete_no_synack
11.220.46.14,172.28.4.7,1257258754776256,1257258754776399,2,4836,80,invalid,incomplete_no_ack
11.220.46.14,172.28.4.7,1257258758776592,1257258758776592,1,22603,80,invalid,incomplete_no_synack
11.220.46.14,172.28.4.7,1257258762777111,1257258762777111,1,51804,80,invalid,incomplete_no_synack
