src,dst,st,et,p,sp,dp,ct,ir
172.28.198.83,77.91.104.22,1257264406803906,1257264473981187,11,49450,80,abortive,
172.28.198.83,77.91.104.22,1257264406811348,1257264473981197,15,59285,80,abortive,
172.28.198.83,77.91.104.22,1257285268784949,1257285388949683,11,36860,80,abortive,
172.28.198.83,77.91.104.22,1257285268797085,1257285388949699,13,57736,80,abortive,
172.28.198.83,77.91.104.22,1257299791796435,1257299859675209,11,56220,80,abortive,
172.28.198.83,77.91.104.22,1257299791803935,1257299859675226,17,53276,80,abortive,
172.28.198.83,77.91.104.22,1257346150776930,1257346587331330,11,59187,80,abortive,
172.28.198.83,77.91.104.22,1257346150784612,1257346587331438,15,56126,80,abortive,
172.28.198.83,77.91.104.22,1257346502515973,1257346587331725,11,55792,80,abortive,
172.28.198.83,77.91.104.22,1257346502523459,1257346587331732,15,44162,80,abortive,
172.28.198.83,77.91.104.22,1257425873663770,1257425957986709,11,52870,80,abortive,
172.28.198.83,77.91.104.22,1257425873677567,1257425957986723,15,41804,80,abortive,
