src,dst,st,et,p,sp,dp,ct,ir
172.28.6.170,64.180.1.1,1257265121887601,1257265122983776,19,43804,25,abortive,
64.180.1.1,172.28.6.170,1257265121890257,1257265121890405,2,42709,113,invalid,rst_during_handshake
172.28.6.170,64.180.1.1,1257265122923717,1257265124059038,19,33247,25,abortive,
64.180.1.1,172.28.6.170,1257265122926248,1257265122926447,2,50687,113,invalid,rst_during_handshake
172.28.6.170,64.180.1.1,1257265126039122,1257265127064292,19,34122,25,abortive,
64.180.1.1,172.28.6.170,1257265126041664,1257265126041812,2,34619,113,invalid,rst_during_handshake
172.28.6.170,64.180.1.1,1257265127061897,1257265128081872,19,40081,25,abortive,
64.180.1.1,172.28.6.170,1257265127064623,1257265127064821,2,57172,113,invalid,rst_during_handshake
172.28.6.170,64.180.1.1,1257265131158600,1257265132233970,19,52517,25,abortive,
64.180.1.1,172.28.6.170,1257265131160977,1257265131161130,2,41066,113,invalid,rst_during_handshake
172.28.6.170,64.180.1.1,1257265132184044,1257265133235248,19,58769,25,abortive,
64.180.1.1,172.28.6.170,1257265132186736,1257265132186928,2,51588,113,invalid,rst_during_handshake
172.28.6.170,64.180.1.1,1257265139414952,1257265140488989,19,35790,25,abortive,
64.180.1.1,172.28.6.170,1257265139417572,1257265139417750,2,43347,113,invalid,rst_during_handshake
172.28.6.170,64.180.1.1,1257265141476721,1257265142502694,19,42853,25,abortive,
64.180.1.1,172.28.6.170,1257265141479316,1257265141479465,2,40421,113,invalid,rst_during_handshake
172.28.6.170,64.180.1.1,1257265143537899,1257265144635556,19,43951,25,abortive,
64.180.1.1,172.28.6.170,1257265143540503,1257265143540654,2,40028,113,invalid,rst_during_handshake
172.28.6.170,64.180.1.1,1257265144562968,1257265145845825,19,34404,25,abortive,
64.180.1.1,172.28.6.170,1257265144565675,1257265144565865,2,55726,113,invalid,rst_during_handshake
172.28.6.170,64.180.1.1,1257265147647976,1257265148860851,19,56040,25,abortive,
64.180.1.1,172.28.6.170,1257265147650504,1257265147650652,2,56941,113,invalid,rst_during_handshake
172.28.6.170,64.180.1.1,1257265150735369,1257265156998588,21,59289,25,abortive,
64.180.1.1,172.28.6.170,1257265150738003,1257265150738177,2,44739,113,invalid,rst_during_handshake
172.28.6.170,64.180.1.1,1257265161277218,1257265162350599,19,51353,25,abortive,
64.180.1.1,172.28.6.170,1257265161279871,1257265161280063,2,52843,113,invalid,rst_during_handshake
172.28.6.170,64.180.1.1,1257265163336345,1257265164425269,19,46088,25,abortive,
64.180.1.1,172.28.6.170,1257265163338732,1257265163338883,2,59914,113,invalid,rst_during_handshake
172.28.6.170,64.180.1.1,1257265165395907,1257265166454194,19,57757,25,abortive,
64.180.1.1,172.28.6.170,1257265165398518,1257265165398706,2,49201,113,invalid,rst_during_handshake
172.28.6.170,64.180.1.1,1257265174684849,1257265175751829,19,35002,25,abortive,
64.180.1.1,172.28.6.170,1257265174687745,1257265174687898,2,41722,113,invalid,rst_during_handshake
172.28.6.170,64.180.1.1,1257265175706871,1257265176728308,19,53564,25,abortive,
64.180.1.1,172.28.6.170,1257265175709312,1257265175709492,2,36609,113,invalid,rst_during_handshake
172.28.6.170,64.180.1.1,1257265177748057,1257265179018785,19,35228,25,abortive,
64.180.1.1,172.28.6.170,1257265177750793,1257265177750943,2,49385,113,invalid,rst_during_handshake
172.28.6.170,64.180.1.1,1257265178788208,1257265179893493,19,32773,25,abortive,
64.180.1.1,172.28.6.170,1257265178805277,1257265178805493,2,39735,113,invalid,rst_during_handshake
172.28.6.170,64.180.1.1,1257265181924585,1257265182985847,19,56074,25,abortive,
64.180.1.1,172.28.6.170,1257265181927179,1257265181927370,2,51270,113,invalid,rst_during_handshake
172.28.6.170,64.180.1.1,1257265191209588,1257265192352304,19,35673,25,abortive,
64.180.1.1,172.28.6.170,1257265191212121,1257265191212270,2,41663,113,invalid,rst_during_handshake
172.28.6.170,64.180.1.1,1257265193272797,1257265194300615,19,44780,25,abortive,
64.180.1.1,172.28.6.170,1257265193275194,1257265193275345,2,36293,113,invalid,rst_during_handshake
