src,dst,st,et,p,sp,dp,ct,ir
172.28.16.212,70.98.1.1,1257259942766844,1257259943963752,19,57233,25,abortive,
70.98.1.1,172.28.16.212,1257259942785674,1257259942785873,2,32889,113,invalid,rst_during_handshake
172.28.16.212,70.98.1.1,1257259946951852,1257259949758021,21,45534,25,abortive,
70.98.1.1,172.28.16.212,1257259946954662,1257259946954813,2,54463,113,invalid,rst_during_handshake
172.28.16.212,70.98.1.1,1257259949512999,1257259950670457,19,41224,25,abortive,
70.98.1.1,172.28.16.212,1257259949515592,1257259949515744,2,54274,113,invalid,rst_during_handshake
172.28.16.212,70.98.1.1,1257259950558912,1257259951677477,19,32963,25,abortive,
70.98.1.1,172.28.16.212,1257259950561528,1257259950561706,2,40143,113,invalid,rst_during_handshake
172.28.16.212,70.98.1.1,1257259952644035,1257259953729585,19,46519,25,abortive,
70.98.1.1,172.28.16.212,1257259952646429,1257259952646579,2,56576,113,invalid,rst_during_handshake
172.28.16.212,70.98.1.1,1257259954700634,1257259956370624,19,49362,25,abortive,
70.98.1.1,172.28.16.212,1257259954703039,1257259954703191,2,48702,113,invalid,rst_during_handshake
172.28.16.212,70.98.1.1,1257259957851532,1257259959032591,19,43513,25,abortive,
70.98.1.1,172.28.16.212,1257259957898197,1257259957898350,2,54097,113,invalid,rst_during_handshake
172.28.16.212,70.98.1.1,1257259958960248,1257259960010853,19,58687,25,abortive,
70.98.1.1,172.28.16.212,1257259958962714,1257259958962865,2,46410,113,invalid,rst_during_handshake
172.28.16.212,70.98.1.1,1257259966194383,1257259967256843,19,39644,25,abortive,
70.98.1.1,172.28.16.212,1257259966196964,1257259966197157,2,38968,113,invalid,rst_during_handshake
172.28.16.212,70.98.1.1,1257259970320517,1257259971526174,21,33685,25,abortive,
70.98.1.1,172.28.16.212,1257259970343546,1257259970343730,2,59212,113,invalid,rst_during_handshake
172.28.16.212,70.98.1.1,1257259977611392,1257259978643832,19,59472,25,abortive,
70.98.1.1,172.28.16.212,1257259977613865,1257259977614016,2,48204,113,invalid,rst_during_handshake
172.28.16.212,70.98.1.1,1257259979662921,1257259980734088,19,40420,25,abortive,
70.98.1.1,172.28.16.212,1257259979665468,1257259979665619,2,54475,113,invalid,rst_during_handshake
172.28.16.212,70.98.1.1,1257259981714894,1257259982802974,19,38923,25,abortive,
70.98.1.1,172.28.16.212,1257259981717314,1257259981717462,2,57024,113,invalid,rst_during_handshake
172.28.16.212,70.98.1.1,1257259982752642,1257259983875944,21,45217,25,abortive,
