src,dst,st,et,p,sp,dp,ct,ir
172.28.3.248,24.145.1.1,1257265211951482,1257265213039800,19,57230,25,abortive,
24.145.1.1,172.28.3.248,1257265211954381,1257265211954531,2,37401,113,invalid,rst_during_handshake
172.28.3.248,24.145.1.1,1257265212988419,1257265214059740,19,45819,25,abortive,
24.145.1.1,172.28.3.248,1257265212993970,1257265212994120,2,49867,113,invalid,rst_during_handshake
172.28.3.248,24.145.1.1,1257265225408174,1257265226433479,19,35240,25,abortive,
24.145.1.1,172.28.3.248,1257265225410710,1257265225410890,2,47644,113,invalid,rst_during_handshake
172.28.3.248,24.145.1.1,1257265235683722,1257265241641994,21,37428,25,abortive,
24.145.1.1,172.28.3.248,1257265235686219,1257265235686396,2,40339,113,invalid,rst_during_handshake
172.28.3.248,24.145.1.1,1257265255043066,1257265256191955,19,49266,25,abortive,
24.145.1.1,172.28.3.248,1257265255056439,1257265255056587,2,40083,113,invalid,rst_during_handshake
172.28.3.248,24.145.1.1,1257265257231090,1257265258278927,19,47665,25,abortive,
24.145.1.1,172.28.3.248,1257265257233510,1257265257233662,2,35989,113,invalid,rst_during_handshake
172.28.3.248,24.145.1.1,1257279813663986,1257279814777723,19,55142,25,abortive,
24.145.1.1,172.28.3.248,1257279813686810,1257279813686959,2,33293,113,invalid,rst_during_handshake
172.28.3.248,24.145.1.1,1257279817815252,1257279818891445,19,47713,25,abortive,
24.145.1.1,172.28.3.248,1257279817817729,1257279817817892,2,36470,113,invalid,rst_during_handshake
172.28.3.248,24.145.1.1,1257279819872941,1257279820904040,19,55826,25,abortive,
24.145.1.1,172.28.3.248,1257279819875393,1257279819875549,2,55156,113,invalid,rst_during_handshake
172.28.3.248,24.145.1.1,1257279825024849,1257279826109367,19,42187,25,abortive,
24.145.1.1,172.28.3.248,1257279825033365,1257279825033514,2,46263,113,invalid,rst_during_handshake
172.28.3.248,24.145.1.1,1257279827099640,1257279828171135,19,55825,25,abortive,
24.145.1.1,172.28.3.248,1257279827102326,1257279827102476,2,42867,113,invalid,rst_during_handshake
172.28.3.248,24.145.1.1,1257279833275237,1257279834354174,19,43270,25,abortive,
24.145.1.1,172.28.3.248,1257279833277990,1257279833278140,2,52831,113,invalid,rst_during_handshake
172.28.3.248,24.145.1.1,1257279858535900,1257279859633192,19,44969,25,abortive,
24.145.1.1,172.28.3.248,1257279858538723,1257279858538871,2,36630,113,invalid,rst_during_handshake
172.28.3.248,24.145.1.1,1257279859566952,1257279860664559,19,60728,25,abortive,
24.145.1.1,172.28.3.248,1257279859569502,1257279859569650,2,60027,113,invalid,rst_during_handshake
172.28.3.248,24.145.1.1,1257279866825664,1257279867849112,21,51348,25,abortive,
24.145.1.1,172.28.3.248,1257279866830892,1257279866831038,2,33410,113,invalid,rst_during_handshake
172.28.3.248,24.145.1.1,1257279867859584,1257279868968605,19,39807,25,abortive,
24.145.1.1,172.28.3.248,1257279867865385,1257279867865568,2,43403,113,invalid,rst_during_handshake
172.28.3.248,24.145.1.1,1257279870964596,1257279872026823,19,49238,25,abortive,
24.145.1.1,172.28.3.248,1257279870967136,1257279870967287,2,37446,113,invalid,rst_during_handshake
172.28.3.248,24.145.1.1,1257279875081301,1257279876152254,19,60248,25,abortive,
24.145.1.1,172.28.3.248,1257279875083764,1257279875083921,2,50648,113,invalid,rst_during_handshake
172.28.3.248,24.145.1.1,1257279879274799,1257279880416183,19,39183,25,abortive,
24.145.1.1,172.28.3.248,1257279879277264,1257279879277411,2,52645,113,invalid,rst_during_handshake
172.28.3.248,24.145.1.1,1257337787792294,1257337788819858,19,58085,25,abortive,
24.145.1.1,172.28.3.248,1257337787794755,1257337787794905,2,44751,113,invalid,rst_during_handshake
172.28.3.248,24.145.1.1,1257337788817391,1257337789895194,19,42568,25,abortive,
24.145.1.1,172.28.3.248,1257337788819732,1257337788819910,2,49101,113,invalid,rst_during_handshake
172.28.3.248,24.145.1.1,1257337791885483,1257337792907205,19,42852,25,abortive,
24.145.1.1,172.28.3.248,1257337791888016,1257337791888165,2,52337,113,invalid,rst_during_handshake
172.28.3.248,24.145.1.1,1257337798033434,1257337799052215,19,51641,25,abortive,
24.145.1.1,172.28.3.248,1257337798035895,1257337798036045,2,59323,113,invalid,rst_during_handshake
172.28.3.248,24.145.1.1,1257337804164717,1257337805192998,19,47867,25,abortive,
24.145.1.1,172.28.3.248,1257337804167124,1257337804167273,2,38039,113,invalid,rst_during_handshake
172.28.3.248,24.145.1.1,1257337805191319,1257337806211711,19,51562,25,abortive,
24.145.1.1,172.28.3.248,1257337805194044,1257337805194196,2,57887,113,invalid,rst_during_handshake
172.28.3.248,24.145.1.1,1257337813489157,1257337814553951,19,43865,25,abortive,
24.145.1.1,172.28.3.248,1257337813491499,1257337813491648,2,41777,113,invalid,rst_during_handshake
172.28.3.248,24.145.1.1,1257337817586125,1257337818632692,19,38281,25,abortive,
24.145.1.1,172.28.3.248,1257337817591610,1257337817591760,2,59387,113,invalid,rst_during_handshake
172.28.3.248,24.145.1.1,1257337825759780,1257337826783453,19,38894,25,abortive,
24.145.1.1,172.28.3.248,1257337825762187,1257337825762340,2,59037,113,invalid,rst_during_handshake
172.28.3.248,24.145.1.1,1257379174027785,1257379175048871,19,49853,25,abortive,
24.145.1.1,172.28.3.248,1257379174030110,1257379174030260,2,43027,113,invalid,rst_during_handshake
172.28.3.248,24.145.1.1,1257379177106922,1257379178160342,19,59302,25,abortive,
24.145.1.1,172.28.3.248,1257379177113939,1257379177114090,2,32989,113,invalid,rst_during_handshake
172.28.3.248,24.145.1.1,1257379178149792,1257379179182954,19,45649,25,abortive,
24.145.1.1,172.28.3.248,1257379178152162,1257379178152312,2,35309,113,invalid,rst_during_handshake
172.28.3.248,24.145.1.1,1257379179175753,1257379180198262,19,44538,25,abortive,
24.145.1.1,172.28.3.248,1257379179178196,1257379179178346,2,45834,113,invalid,rst_during_handshake
172.28.3.248,24.145.1.1,1257379185312045,1257379186347808,19,37213,25,abortive,
24.145.1.1,172.28.3.248,1257379185314467,1257379185314615,2,50003,113,invalid,rst_during_handshake
