src,dst,st,et,p,sp,dp,ct,ir
172.28.6.47,24.145.1.1,1257264498824177,1257264499920750,19,53026,25,abortive,
24.145.1.1,172.28.6.47,1257264498826771,1257264498826966,2,44583,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257264511193811,1257264512445140,19,35670,25,abortive,
24.145.1.1,172.28.6.47,1257264511196447,1257264511196653,2,58856,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257264526701309,1257264531915212,21,59985,25,abortive,
24.145.1.1,172.28.6.47,1257264526703828,1257264526704030,2,35339,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257264533690103,1257264534857881,19,38411,25,abortive,
24.145.1.1,172.28.6.47,1257264533714679,1257264533714876,2,48674,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257264534812665,1257264535870990,19,57403,25,abortive,
24.145.1.1,172.28.6.47,1257264534815208,1257264534815358,2,60005,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257264538990207,1257264540070186,19,46963,25,abortive,
24.145.1.1,172.28.6.47,1257264538992835,1257264538993042,2,39168,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257264554486515,1257264555543822,19,50372,25,abortive,
24.145.1.1,172.28.6.47,1257264554489110,1257264554489311,2,42592,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257264558647302,1257264559713705,19,45401,25,abortive,
24.145.1.1,172.28.6.47,1257264558649945,1257264558650125,2,43223,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257285373784407,1257285374869650,19,58680,25,abortive,
24.145.1.1,172.28.6.47,1257285373787164,1257285373787311,2,38635,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257285399541582,1257285400632861,19,56721,25,abortive,
24.145.1.1,172.28.6.47,1257285399543906,1257285399544055,2,44690,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257285404707299,1257285405762252,19,53912,25,abortive,
24.145.1.1,172.28.6.47,1257285404709927,1257285404710101,2,52128,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257285407787140,1257285408834261,19,48137,25,abortive,
24.145.1.1,172.28.6.47,1257285407789560,1257285407789710,2,40235,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257285409833401,1257285410913884,19,50024,25,abortive,
24.145.1.1,172.28.6.47,1257285409835922,1257285409836107,2,38835,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257285414975571,1257285416044742,19,38244,25,abortive,
24.145.1.1,172.28.6.47,1257285414978066,1257285414978215,2,44853,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257285418073972,1257285419167765,19,42455,25,abortive,
24.145.1.1,172.28.6.47,1257285418076460,1257285418076609,2,60003,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257285420137084,1257285421185042,19,49438,25,abortive,
24.145.1.1,172.28.6.47,1257285420139573,1257285420139723,2,54974,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257285421154829,1257285427130725,19,56052,25,abortive,
24.145.1.1,172.28.6.47,1257285421157270,1257285421157419,2,44951,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257285422178195,1257285427133194,19,49634,25,abortive,
24.145.1.1,172.28.6.47,1257285422180635,1257285422180785,2,41620,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257285423216680,1257285427130760,19,35129,25,abortive,
24.145.1.1,172.28.6.47,1257285423219164,1257285423219312,2,43465,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257285428432387,1257285429539905,19,35148,25,abortive,
24.145.1.1,172.28.6.47,1257285428434863,1257285428435012,2,38615,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257285429456370,1257285430584388,19,49518,25,abortive,
24.145.1.1,172.28.6.47,1257285429458715,1257285429458863,2,38227,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257285438947253,1257285439986076,19,36139,25,abortive,
24.145.1.1,172.28.6.47,1257285438949644,1257285438949793,2,51016,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257285473222276,1257285474258455,19,41325,25,abortive,
24.145.1.1,172.28.6.47,1257285473224685,1257285473224833,2,40925,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257285476321149,1257285477382309,19,41670,25,abortive,
24.145.1.1,172.28.6.47,1257285476324101,1257285476324249,2,38051,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257285477360353,1257285478434301,19,49016,25,abortive,
24.145.1.1,172.28.6.47,1257285477365614,1257285477365764,2,46409,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257299858812911,1257299860004877,19,54773,25,abortive,
24.145.1.1,172.28.6.47,1257299858815558,1257299858815708,2,58217,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257299864006770,1257299865060851,19,41337,25,abortive,
24.145.1.1,172.28.6.47,1257299864009162,1257299864009310,2,54538,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257299872374650,1257299878689425,21,56862,25,abortive,
24.145.1.1,172.28.6.47,1257299872377098,1257299872377247,2,32869,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257299881355521,1257299985452102,38,41865,25,abortive,
24.145.1.1,172.28.6.47,1257299881358159,1257299881358310,2,39213,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257299893700198,1257299894773325,19,45793,25,abortive,
24.145.1.1,172.28.6.47,1257299893702679,1257299893702826,2,53281,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257299916547395,1257299917656708,19,40397,25,abortive,
24.145.1.1,172.28.6.47,1257299916549785,1257299916549935,2,38495,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257299919639509,1257299924029190,21,54912,25,abortive,
24.145.1.1,172.28.6.47,1257299919641920,1257299919642070,2,36803,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257299926967808,1257299928077722,19,35943,25,abortive,
24.145.1.1,172.28.6.47,1257299926970160,1257299926970319,2,42978,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257299930061721,1257299931113478,19,33903,25,abortive,
24.145.1.1,172.28.6.47,1257299930064086,1257299930064237,2,60238,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257299931100108,1257299932254697,19,47235,25,abortive,
24.145.1.1,172.28.6.47,1257299931102670,1257299931102819,2,34100,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257299937386431,1257299938406621,19,46465,25,abortive,
24.145.1.1,172.28.6.47,1257299937388731,1257299937388881,2,33691,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257299980278927,1257299981298931,19,41332,25,abortive,
24.145.1.1,172.28.6.47,1257299980281364,1257299980281510,2,59965,113,invalid,rst_during_handshake
24.145.1.1,172.28.6.47,1257299984385710,1257299984385859,2,48150,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257299986449709,1257299987487949,19,45980,25,abortive,
24.145.1.1,172.28.6.47,1257299986452433,1257299986452580,2,40126,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257299997753179,1257299998821184,19,54622,25,abortive,
24.145.1.1,172.28.6.47,1257299997755598,1257299997755748,2,43065,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257300004655192,1257300005779029,19,52203,25,abortive,
24.145.1.1,172.28.6.47,1257300004658063,1257300004658210,2,55525,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257346235272625,1257346236345605,19,45591,25,abortive,
24.145.1.1,172.28.6.47,1257346235275167,1257346235275316,2,59508,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257346242480388,1257346243547308,19,52397,25,abortive,
24.145.1.1,172.28.6.47,1257346242482905,1257346242483054,2,47380,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257346255891751,1257346256946254,19,34452,25,abortive,
24.145.1.1,172.28.6.47,1257346255894810,1257346255895000,2,44708,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257346268197326,1257346269224205,19,36897,25,abortive,
24.145.1.1,172.28.6.47,1257346268200173,1257346268200326,2,45162,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257346271264444,1257346272293630,19,46963,25,abortive,
24.145.1.1,172.28.6.47,1257346271266947,1257346271267099,2,48584,113,invalid,rst_during_handshake
172.28.6.47,24.145.1.1,1257346281509537,1257346282546022,19,50510,25,abortive,
24.145.1.1,172.28.6.47,1257346281516480,1257346281516659,2,59242,113,invalid,rst_during_handshake
