src,dst,st,et,p,sp,dp,ct,ir
172.28.133.17,77.91.104.22,1257264332787932,1257264481196769,11,58570,80,abortive,
172.28.133.17,77.91.104.22,1257264332795438,1257264481196782,17,41230,80,abortive,
172.28.133.17,77.91.104.22,1257285208763563,1257285278110679,11,36785,80,abortive,
172.28.133.17,77.91.104.22,1257285208771347,1257285278110691,15,51965,80,abortive,
172.28.133.17,77.91.104.22,1257299761790684,1257299910388257,11,58239,80,abortive,
172.28.133.17,77.91.104.22,1257299761798154,1257299910388275,15,33110,80,abortive,
172.28.133.17,77.91.104.22,1257346120770966,1257346325137692,11,51479,80,abortive,
172.28.133.17,77.91.104.22,1257346120778400,1257346325137712,17,55096,80,abortive,
172.28.133.17,77.91.104.22,1257425835682261,1257425952267472,11,59031,80,abortive,
172.28.133.17,77.91.104.22,1257425835690920,1257425952267485,15,33230,80,abortive,
