src,dst,st,et,p,sp,dp,ct,ir
2.66.18.14,172.28.4.7,1257257865689002,1257257865689183,2,25849,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257257865689040,1257257865689197,2,30062,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257257869687194,1257257869687338,2,22411,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257257873685434,1257257873685628,2,43228,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257257877683516,1257257877683673,2,29188,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257257881681847,1257257903081064,5,24168,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257257885679984,1257257895680917,4,44070,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257257889678054,1257257910881236,5,36228,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257257893676182,1257257896680911,3,44908,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257257897674374,1257257918881420,5,9053,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257257901672584,1257257923881519,5,60345,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257257905670788,1257257905670788,1,16351,80,invalid,incomplete_no_synack
2.66.18.14,172.28.4.7,1257257909669398,1257257909669607,2,2498,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257257913667587,1257257917481388,3,22367,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257257917665578,1257257927281608,4,41791,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257257921663720,1257257931481705,4,48625,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257257925662353,1257257925662353,1,11742,80,invalid,incomplete_no_synack
2.66.18.14,172.28.4.7,1257257929660267,1257257951482138,5,50435,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257257933658518,1257257943681973,4,3287,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257257937656680,1257257947482050,4,46782,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257257941655208,1257257951482145,4,13395,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257257945653277,1257257967482498,5,1936,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257257949651635,1257257971079460,5,42984,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257257953650070,1257257953650070,1,32676,80,invalid,incomplete_no_synack
2.66.18.14,172.28.4.7,1257258672669046,1257258672669202,2,38620,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257258672669189,1257258675667238,3,51120,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257258676669469,1257258676669615,2,36545,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257258680669757,1257258680669901,2,32893,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257258684670024,1257258684670166,2,14793,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257258688670284,1257258688670427,2,36396,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257258692670719,1257258701668443,4,4732,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257258696671006,1257258717868806,5,11237,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257258700671317,1257258704268523,3,46911,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257258704671732,1257258707668595,3,59018,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257258708671878,1257258712068685,3,8789,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257258712672167,1257258715868774,3,55795,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257258716672590,1257258726869030,4,54296,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257258720672867,1257258730469095,4,39558,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257258724672920,1257258728469060,3,55986,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257258728673189,1257258731869115,3,44943,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257258732673507,1257258754669638,5,16102,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257258736673832,1257258739668495,3,7279,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257258740674303,1257258762469830,5,32084,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257258744674557,1257258747669477,3,25067,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257258748675022,1257258770869996,5,8477,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257258752675399,1257258756468310,3,8131,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257258756675758,1257258778070208,5,56477,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257258760675945,1257258782870273,5,3977,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257264479639630,1257264479639808,2,15185,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257264479639658,1257264479639813,2,4803,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257264483639828,1257264483639971,2,5024,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257264487640024,1257264487640170,2,54864,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257264491640360,1257264491640539,2,8928,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257264495640574,1257264495640769,2,25984,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257264499640782,1257264499640973,2,31511,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257264503641026,1257264503641225,2,23418,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257264507641081,1257264507641226,2,47771,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257264511641407,1257264511641611,2,11128,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257264515641692,1257264518846289,3,37914,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257264519641877,1257264540846788,5,37714,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257264523641900,1257264526846452,3,51009,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257264527642151,1257264549846981,5,20955,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257264531642345,1257264531642517,2,47073,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257264535642566,1257264535642711,2,26321,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257264539642941,1257264539643155,2,58531,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257264543643006,1257264543643162,2,22057,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257264547643241,1257264547643387,2,25708,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257264551643480,1257264551643480,1,27668,80,invalid,incomplete_no_synack
2.66.18.14,172.28.4.7,1257264555643721,1257264559647198,3,31984,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257264559644064,1257264559644064,1,56478,80,invalid,incomplete_no_synack
2.66.18.14,172.28.4.7,1257264563644371,1257264563644573,2,34053,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257264567646479,1257264577449604,4,23607,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257273921653445,1257273921653610,2,4280,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257273921653475,1257273921653627,2,20394,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257273925653736,1257273925653905,2,11007,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257273929653927,1257273929654106,2,52312,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257273933653997,1257273933654140,2,44851,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257273937654183,1257273937654326,2,57438,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257273941654542,1257273952040504,4,16813,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257273945654623,1257273945654815,2,30528,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257273949654842,1257273959440655,4,17413,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257273953655025,1257273963040729,4,40560,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257273957655254,1257273979841105,5,32456,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257273961655485,1257273983239948,5,51921,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257273965655746,1257273975041016,4,4771,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257273969656017,1257273979241116,4,15994,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257273973656324,1257273983041187,4,11275,80,invalid,incomplete_no_ack
2.66.18.14,172.28.4.7,1257273977656525,1257273999841562,5,57336,80,invalid,incomplete_no_ack
