src,dst,st,et,p,sp,dp,ct,ir
3.121.212.34,172.28.4.7,1257257870706643,1257257893280836,7,13495,80,invalid,invalid_ack
3.121.212.34,172.28.4.7,1257257870706670,1257257870707375,4,4041,80,invalid,invalid_ack
3.121.212.34,172.28.4.7,1257257874704993,1257257874705201,2,23341,80,invalid,incomplete_no_ack
3.121.212.34,172.28.4.7,1257257878703144,1257257900280999,5,49424,80,invalid,incomplete_no_ack
3.121.212.34,172.28.4.7,1257257882701313,1257257905081099,5,39467,80,invalid,incomplete_no_ack
3.121.212.34,172.28.4.7,1257257886699322,1257257886699465,2,30567,80,invalid,incomplete_no_ack
3.121.212.34,172.28.4.7,1257257890697646,1257257912881287,5,2577,80,invalid,incomplete_no_ack
3.121.212.34,172.28.4.7,1257257894695697,1257257904881132,4,4824,80,invalid,incomplete_no_ack
3.121.212.34,172.28.4.7,1257257898693908,1257257920881464,5,16727,80,invalid,incomplete_no_ack
3.121.212.34,172.28.4.7,1257257902692110,1257257924081524,5,34700,80,invalid,incomplete_no_ack
3.121.212.34,172.28.4.7,1257257906690320,1257257916881361,4,3298,80,invalid,incomplete_no_ack
3.121.212.34,172.28.4.7,1257257910688912,1257257910689056,2,35114,80,invalid,incomplete_no_ack
3.121.212.34,172.28.4.7,1257257914687122,1257257937081834,5,33189,80,invalid,incomplete_no_ack
3.121.212.34,172.28.4.7,1257257918685198,1257257928078510,4,8046,80,invalid,incomplete_no_ack
3.121.212.34,172.28.4.7,1257257922683597,1257257944882002,5,9490,80,invalid,incomplete_no_ack
3.121.212.34,172.28.4.7,1257257926681735,1257257948482087,5,36877,80,invalid,incomplete_no_ack
3.121.212.34,172.28.4.7,1257257930679966,1257257951882155,5,6416,80,invalid,incomplete_no_ack
3.121.212.34,172.28.4.7,1257257934678086,1257257956482259,5,39960,80,invalid,incomplete_no_ack
3.121.212.34,172.28.4.7,1257257938676368,1257257938676368,1,31699,80,invalid,incomplete_no_synack
3.121.212.34,172.28.4.7,1257257942674716,1257257942674716,1,5585,80,invalid,incomplete_no_synack
3.121.212.34,172.28.4.7,1257257946673091,1257257946673091,1,35379,80,invalid,incomplete_no_synack
3.121.212.34,172.28.4.7,1257257950671334,1257257972282613,5,3746,80,invalid,incomplete_no_ack
3.121.212.34,172.28.4.7,1257257954669481,1257257977082712,5,44154,80,invalid,incomplete_no_ack
3.121.212.34,172.28.4.7,1257257958668041,1257257968482529,4,24322,80,invalid,incomplete_no_ack
3.121.212.34,172.28.4.7,1257258677659175,1257258699869219,13,25989,80,invalid,invalid_ack
3.121.212.34,172.28.4.7,1257258677659310,1257258699469107,13,24873,80,invalid,invalid_ack
3.121.212.34,172.28.4.7,1257258681659759,1257258703872083,13,7290,80,invalid,invalid_ack
3.121.212.34,172.28.4.7,1257258685659882,1257258706668570,11,38765,80,invalid,invalid_ack
3.121.212.34,172.28.4.7,1257258689660173,1257258710868666,11,24791,80,invalid,invalid_ack
3.121.212.34,172.28.4.7,1257258693660473,1257258703471313,10,12580,80,invalid,invalid_ack
3.121.212.34,172.28.4.7,1257258697661087,1257258719068858,9,52861,80,invalid,invalid_ack
3.121.212.34,172.28.4.7,1257258701661304,1257258723268927,7,39485,80,invalid,invalid_ack
3.121.212.34,172.28.4.7,1257258705661653,1257258726667549,5,48476,80,invalid,incomplete_no_ack
3.121.212.34,172.28.4.7,1257258709661795,1257258731469130,5,24225,80,invalid,incomplete_no_ack
3.121.212.34,172.28.4.7,1257258713662066,1257258713662066,1,11314,80,invalid,incomplete_no_synack
3.121.212.34,172.28.4.7,1257258717662372,1257258727669037,4,44257,80,invalid,incomplete_no_ack
3.121.212.34,172.28.4.7,1257258721662663,1257258743869410,5,54477,80,invalid,incomplete_no_ack
3.121.212.34,172.28.4.7,1257258725662973,1257258735469208,4,24709,80,invalid,incomplete_no_ack
3.121.212.34,172.28.4.7,1257258729663229,1257258750669541,5,53326,80,invalid,incomplete_no_ack
3.121.212.34,172.28.4.7,1257258733663547,1257258755069660,5,32604,80,invalid,incomplete_no_ack
3.121.212.34,172.28.4.7,1257258737663913,1257258746868609,4,40130,80,invalid,incomplete_no_ack
3.121.212.34,172.28.4.7,1257258741664219,1257258750869555,4,26371,80,invalid,incomplete_no_ack
3.121.212.34,172.28.4.7,1257258745664593,1257258745664593,1,29813,80,invalid,incomplete_no_synack
3.121.212.34,172.28.4.7,1257258749664873,1257258771670036,5,13083,80,invalid,incomplete_no_ack
3.121.212.34,172.28.4.7,1257258753665203,1257258763069831,4,29935,80,invalid,incomplete_no_ack
3.121.212.34,172.28.4.7,1257258757665539,1257258767069916,4,9154,80,invalid,incomplete_no_ack
3.121.212.34,172.28.4.7,1257258761666062,1257258782870282,5,56692,80,invalid,incomplete_no_ack
