src,dst,st,et,p,sp,dp,ct,ir
172.28.11.182,66.200.1.1,1257259018963670,1257259019983566,19,54344,25,abortive,
66.200.1.1,172.28.11.182,1257259018966245,1257259018966390,2,55406,113,invalid,rst_during_handshake
172.28.11.182,66.200.1.1,1257259019983376,1257259021034870,19,36790,25,abortive,
66.200.1.1,172.28.11.182,1257259019985926,1257259019986076,2,57363,113,invalid,rst_during_handshake
172.28.11.182,66.200.1.1,1257259021004023,1257259022025691,19,33400,25,abortive,
66.200.1.1,172.28.11.182,1257259021006423,1257259021006573,2,35963,113,invalid,rst_during_handshake
172.28.11.182,66.200.1.1,1257259025190176,1257259026217835,19,34784,25,abortive,
66.200.1.1,172.28.11.182,1257259025192582,1257259025192731,2,37799,113,invalid,rst_during_handshake
172.28.11.182,66.200.1.1,1257259035486865,1257259038410925,19,56172,25,abortive,
66.200.1.1,172.28.11.182,1257259035489257,1257259035489407,2,59008,113,invalid,rst_during_handshake
172.28.11.182,66.200.1.1,1257259058288270,1257259059330939,19,41200,25,abortive,
66.200.1.1,172.28.11.182,1257259058290867,1257259058291043,2,59603,113,invalid,rst_during_handshake
172.28.11.182,66.200.1.1,1257259062406516,1257259063427354,19,42434,25,abortive,
66.200.1.1,172.28.11.182,1257259062408992,1257259062409143,2,53400,113,invalid,rst_during_handshake
172.28.11.182,66.200.1.1,1257259072868407,1257259078267228,19,33018,25,abortive,
66.200.1.1,172.28.11.182,1257259072870881,1257259072871034,2,50019,113,invalid,rst_during_handshake
172.28.11.182,66.200.1.1,1257259073885645,1257259078268438,19,49108,25,abortive,
66.200.1.1,172.28.11.182,1257259073887924,1257259073888067,2,45623,113,invalid,rst_during_handshake
172.28.11.182,66.200.1.1,1257259082767597,1257259083857807,19,57315,25,abortive,
66.200.1.1,172.28.11.182,1257259082770105,1257259082770253,2,36452,113,invalid,rst_during_handshake
172.28.11.182,66.200.1.1,1257259085857778,1257259086888228,19,57087,25,abortive,
66.200.1.1,172.28.11.182,1257259085860283,1257259085860442,2,40286,113,invalid,rst_during_handshake
172.28.11.182,66.200.1.1,1257259097234898,1257259098431111,19,50454,25,abortive,
66.200.1.1,172.28.11.182,1257259097237541,1257259097237718,2,56791,113,invalid,rst_during_handshake
172.28.11.182,66.200.1.1,1257259099348674,1257259100372438,19,38051,25,abortive,
66.200.1.1,172.28.11.182,1257259099351121,1257259099351275,2,60473,113,invalid,rst_during_handshake
172.28.11.182,66.200.1.1,1257259109713469,1257259110738290,19,45809,25,abortive,
66.200.1.1,172.28.11.182,1257259109716063,1257259109716240,2,57891,113,invalid,rst_during_handshake
172.28.11.182,66.200.1.1,1257259115894766,1257259117156314,19,39125,25,abortive,
66.200.1.1,172.28.11.182,1257259115897459,1257259115897608,2,46233,113,invalid,rst_during_handshake
172.28.11.182,66.200.1.1,1257259116958307,1257259118077016,19,35724,25,abortive,
66.200.1.1,172.28.11.182,1257259116988037,1257259116988186,2,43884,113,invalid,rst_during_handshake
172.28.11.182,66.200.1.1,1257283491794718,1257283492829489,19,39966,25,abortive,
66.200.1.1,172.28.11.182,1257283491797282,1257283491797434,2,46570,113,invalid,rst_during_handshake
172.28.11.182,66.200.1.1,1257283492820049,1257283493840967,19,43850,25,abortive,
66.200.1.1,172.28.11.182,1257283492822404,1257283492822551,2,36023,113,invalid,rst_during_handshake
172.28.11.182,66.200.1.1,1257283495889268,1257283497003635,19,39753,25,abortive,
66.200.1.1,172.28.11.182,1257283495891753,1257283495891902,2,35894,113,invalid,rst_during_handshake
172.28.11.182,66.200.1.1,1257283496926447,1257283497975038,19,35040,25,abortive,
66.200.1.1,172.28.11.182,1257283496929210,1257283496929384,2,53090,113,invalid,rst_during_handshake
172.28.11.182,66.200.1.1,1257283501044247,1257283504612471,21,57505,25,abortive,
66.200.1.1,172.28.11.182,1257283501046691,1257283501046840,2,33208,113,invalid,rst_during_handshake
172.28.11.182,66.200.1.1,1257283504405648,1257283505431439,19,52001,25,abortive,
66.200.1.1,172.28.11.182,1257283504408089,1257283504408238,2,47674,113,invalid,rst_during_handshake
172.28.11.182,66.200.1.1,1257283506452521,1257283507584106,19,47674,25,abortive,
66.200.1.1,172.28.11.182,1257283506457297,1257283506457447,2,42079,113,invalid,rst_during_handshake
172.28.11.182,66.200.1.1,1257283507489213,1257283508523630,19,43737,25,abortive,
66.200.1.1,172.28.11.182,1257283507491789,1257283507491940,2,50129,113,invalid,rst_during_handshake
172.28.11.182,66.200.1.1,1257283511623943,1257283512656075,19,47751,25,abortive,
66.200.1.1,172.28.11.182,1257283511626456,1257283511626606,2,54268,113,invalid,rst_during_handshake
172.28.11.182,66.200.1.1,1257283522961607,1257283523991623,19,50361,25,abortive,
66.200.1.1,172.28.11.182,1257283522964229,1257283522964386,2,55704,113,invalid,rst_during_handshake
172.28.11.182,66.200.1.1,1257283531214137,1257283532244791,19,35436,25,abortive,
66.200.1.1,172.28.11.182,1257283531216625,1257283531216773,2,45214,113,invalid,rst_during_handshake
172.28.11.182,66.200.1.1,1257283540110489,1257283541199887,19,57799,25,abortive,
66.200.1.1,172.28.11.182,1257283540120037,1257283540120185,2,48162,113,invalid,rst_during_handshake
172.28.11.182,66.200.1.1,1257283541144353,1257283542204165,19,59920,25,abortive,
66.200.1.1,172.28.11.182,1257283541146797,1257283541146945,2,40524,113,invalid,rst_during_handshake
172.28.11.182,66.200.1.1,1257283546288114,1257283547313203,19,33585,25,abortive,
66.200.1.1,172.28.11.182,1257283546290669,1257283546290830,2,42685,113,invalid,rst_during_handshake
172.28.11.182,66.200.1.1,1257283547311137,1257283548334200,19,34710,25,abortive,
66.200.1.1,172.28.11.182,1257283547313641,1257283547313789,2,43638,113,invalid,rst_during_handshake
172.28.11.182,66.200.1.1,1257283551445915,1257283552487883,19,40319,25,abortive,
66.200.1.1,172.28.11.182,1257283551448372,1257283551448523,2,38371,113,invalid,rst_during_handshake
