src,dst,st,et,p,sp,dp,ct,ir
172.28.8.210,70.98.1.1,1257265150921975,1257265157355653,21,54855,25,abortive,
70.98.1.1,172.28.8.210,1257265150924434,1257265150924598,2,41164,113,invalid,rst_during_handshake
172.28.8.210,70.98.1.1,1257265161293238,1257265162382319,19,53736,25,abortive,
70.98.1.1,172.28.8.210,1257265161295712,1257265161295861,2,45013,113,invalid,rst_during_handshake
172.28.8.210,70.98.1.1,1257265168577068,1257265169666675,19,34250,25,abortive,
70.98.1.1,172.28.8.210,1257265168579540,1257265168579692,2,47003,113,invalid,rst_during_handshake
172.28.8.210,70.98.1.1,1257265175835951,1257265176917458,19,32925,25,abortive,
70.98.1.1,172.28.8.210,1257265175838351,1257265175838500,2,51164,113,invalid,rst_during_handshake
172.28.8.210,70.98.1.1,1257265177904762,1257265179159784,19,43541,25,abortive,
70.98.1.1,172.28.8.210,1257265177907216,1257265177907380,2,45310,113,invalid,rst_during_handshake
172.28.8.210,70.98.1.1,1257265178975260,1257265180060755,19,50646,25,abortive,
70.98.1.1,172.28.8.210,1257265178996297,1257265178996449,2,39401,113,invalid,rst_during_handshake
172.28.8.210,70.98.1.1,1257265180028733,1257265181147301,19,54878,25,abortive,
70.98.1.1,172.28.8.210,1257265180031331,1257265180031527,2,47073,113,invalid,rst_during_handshake
172.28.8.210,70.98.1.1,1257265181062904,1257265182176640,19,50151,25,abortive,
70.98.1.1,172.28.8.210,1257265181065548,1257265181065701,2,49056,113,invalid,rst_during_handshake
172.28.8.210,70.98.1.1,1257265187360146,1257265188445060,19,53642,25,abortive,
70.98.1.1,172.28.8.210,1257265187362606,1257265187362769,2,55121,113,invalid,rst_during_handshake
172.28.8.210,70.98.1.1,1257265188382112,1257265189456070,19,50918,25,abortive,
70.98.1.1,172.28.8.210,1257265188384866,1257265188385014,2,49500,113,invalid,rst_during_handshake
172.28.8.210,70.98.1.1,1257265189414152,1257265190536027,19,34634,25,abortive,
70.98.1.1,172.28.8.210,1257265189417159,1257265189417366,2,56857,113,invalid,rst_during_handshake
172.28.8.210,70.98.1.1,1257265200840980,1257265202389366,21,59259,25,abortive,
70.98.1.1,172.28.8.210,1257265200843900,1257265200844116,2,54625,113,invalid,rst_during_handshake
172.28.8.210,70.98.1.1,1257265204050511,1257265205118809,21,37787,25,abortive,
70.98.1.1,172.28.8.210,1257265204053035,1257265204053211,2,32882,113,invalid,rst_during_handshake
172.28.8.210,70.98.1.1,1257279789877665,1257279790954552,19,55082,25,abortive,
70.98.1.1,172.28.8.210,1257279789880076,1257279789880226,2,55330,113,invalid,rst_during_handshake
172.28.8.210,70.98.1.1,1257279794021843,1257279795120913,19,60020,25,abortive,
70.98.1.1,172.28.8.210,1257279794024726,1257279794024886,2,46924,113,invalid,rst_during_handshake
172.28.8.210,70.98.1.1,1257279795061063,1257279796090902,19,47186,25,abortive,
70.98.1.1,172.28.8.210,1257279795063444,1257279795063594,2,57004,113,invalid,rst_during_handshake
172.28.8.210,70.98.1.1,1257279797120535,1257279798264483,19,51370,25,abortive,
70.98.1.1,172.28.8.210,1257279797122953,1257279797123103,2,33636,113,invalid,rst_during_handshake
172.28.8.210,70.98.1.1,1257279799210179,1257279800231523,19,38663,25,abortive,
70.98.1.1,172.28.8.210,1257279799212618,1257279799212767,2,51376,113,invalid,rst_during_handshake
172.28.8.210,70.98.1.1,1257279800231450,1257279801262130,19,40281,25,abortive,
70.98.1.1,172.28.8.210,1257279800233863,1257279800234012,2,54767,113,invalid,rst_during_handshake
172.28.8.210,70.98.1.1,1257279802283337,1257279803665431,19,49519,25,abortive,
70.98.1.1,172.28.8.210,1257279802285812,1257279802285962,2,53512,113,invalid,rst_during_handshake
172.28.8.210,70.98.1.1,1257279803348466,1257279804512893,19,41684,25,abortive,
70.98.1.1,172.28.8.210,1257279803353699,1257279803353848,2,48104,113,invalid,rst_during_handshake
172.28.8.210,70.98.1.1,1257279804404090,1257279805585893,19,56215,25,abortive,
70.98.1.1,172.28.8.210,1257279804406744,1257279804406892,2,58005,113,invalid,rst_during_handshake
172.28.8.210,70.98.1.1,1257279813483004,1257279815007712,21,45124,25,abortive,
70.98.1.1,172.28.8.210,1257279813485934,1257279813486087,2,58493,113,invalid,rst_during_handshake
172.28.8.210,70.98.1.1,1257279814637544,1257279815735031,19,51151,25,abortive,
70.98.1.1,172.28.8.210,1257279814640298,1257279814640589,2,40203,113,invalid,rst_during_handshake
172.28.8.210,70.98.1.1,1257279816713381,1257279817838858,19,52003,25,abortive,
70.98.1.1,172.28.8.210,1257279816715866,1257279816716015,2,47530,113,invalid,rst_during_handshake
172.28.8.210,70.98.1.1,1257279818804194,1257279819824342,19,43267,25,abortive,
70.98.1.1,172.28.8.210,1257279818806449,1257279818806600,2,46263,113,invalid,rst_during_handshake
172.28.8.210,70.98.1.1,1257279820841498,1257279821863098,19,44119,25,abortive,
70.98.1.1,172.28.8.210,1257279820843909,1257279820844058,2,39393,113,invalid,rst_during_handshake
172.28.8.210,70.98.1.1,1257279821864985,1257279822902843,19,46290,25,abortive,
70.98.1.1,172.28.8.210,1257279821867371,1257279821867522,2,53001,113,invalid,rst_during_handshake
172.28.8.210,70.98.1.1,1257279823926870,1257279825090504,21,41989,25,abortive,
70.98.1.1,172.28.8.210,1257279823929362,1257279823929513,2,47638,113,invalid,rst_during_handshake
172.28.8.210,70.98.1.1,1257279827115176,1257279828171156,19,47501,25,abortive,
70.98.1.1,172.28.8.210,1257279827117739,1257279827117889,2,38828,113,invalid,rst_during_handshake
172.28.8.210,70.98.1.1,1257279828149730,1257279829202897,19,46181,25,abortive,
70.98.1.1,172.28.8.210,1257279828152106,1257279828152256,2,53028,113,invalid,rst_during_handshake
172.28.8.210,70.98.1.1,1257279832534242,1257279833557925,19,48335,25,abortive,
70.98.1.1,172.28.8.210,1257279832537235,1257279832537459,2,60249,113,invalid,rst_during_handshake
172.28.8.210,70.98.1.1,1257337754813298,1257337755857626,19,36980,25,abortive,
70.98.1.1,172.28.8.210,1257337754815723,1257337754815870,2,53006,113,invalid,rst_during_handshake
172.28.8.210,70.98.1.1,1257337755849829,1257337756884708,19,39918,25,abortive,
70.98.1.1,172.28.8.210,1257337755852305,1257337755852456,2,55705,113,invalid,rst_during_handshake
172.28.8.210,70.98.1.1,1257337763015214,1257337764043820,19,39090,25,abortive,
70.98.1.1,172.28.8.210,1257337763018000,1257337763018148,2,54160,113,invalid,rst_during_handshake
172.28.8.210,70.98.1.1,1257337764040650,1257337765070112,19,57219,25,abortive,
70.98.1.1,172.28.8.210,1257337764043051,1257337764043203,2,52156,113,invalid,rst_during_handshake
172.28.8.210,70.98.1.1,1257337766086900,1257337767112978,19,38807,25,abortive,
70.98.1.1,172.28.8.210,1257337766089362,1257337766089512,2,56716,113,invalid,rst_during_handshake
172.28.8.210,70.98.1.1,1257337768136541,1257337769154371,19,46444,25,abortive,
70.98.1.1,172.28.8.210,1257337768138964,1257337768139112,2,42517,113,invalid,rst_during_handshake
172.28.8.210,70.98.1.1,1257337770175942,1257337771875484,19,53523,25,abortive,
70.98.1.1,172.28.8.210,1257337770178441,1257337770178589,2,50792,113,invalid,rst_during_handshake
172.28.8.210,70.98.1.1,1257337775295193,1257337776364130,19,59715,25,abortive,
70.98.1.1,172.28.8.210,1257337775297620,1257337775297768,2,39952,113,invalid,rst_during_handshake
172.28.8.210,70.98.1.1,1257337776335480,1257337777425388,19,57845,25,abortive,
70.98.1.1,172.28.8.210,1257337776337915,1257337776338065,2,55441,113,invalid,rst_during_handshake
