src,dst,st,et,p,sp,dp,ct,ir
172.28.20.99,205.63.202.67,1257254763688322,1257255246733320,11,41069,80,abortive,
172.28.20.99,205.63.202.67,1257272629743473,1257272643807746,10,60447,80,graceful,
172.28.20.99,205.63.202.67,1257291029167057,1257291039182135,10,45265,80,graceful,
172.28.20.99,205.63.202.67,1257324755704311,1257324765719288,10,53448,80,graceful,
172.28.20.99,205.63.202.67,1257333017753257,1257333036765349,10,58466,80,graceful,
172.28.20.99,205.63.202.67,1257364408742175,1257364433762446,10,41804,80,graceful,
172.28.20.99,205.63.202.67,1257376234672218,1257376685745756,11,38254,80,abortive,
172.28.20.99,205.63.202.67,1257402193691078,1257402631707074,11,53563,80,abortive,
172.28.20.99,205.63.202.67,1257420982669335,1257421421739407,11,35785,80,abortive,
172.28.20.99,205.63.202.67,1257427576730464,1257427603752184,10,47243,80,graceful,
172.28.20.99,205.63.202.67,1257438810792234,1257438820808553,10,49472,80,graceful,
172.28.20.99,205.63.202.67,1257449312767195,1257449773749533,11,58663,80,abortive,
172.28.20.99,205.63.202.67,1257452835693539,1257453312759986,11,55314,80,abortive,
172.28.20.99,205.63.202.67,1257459687698487,1257459711735229,10,51599,80,graceful,
172.28.20.99,205.63.202.67,1257463012715054,1257463460742551,11,36833,80,abortive,
172.28.20.99,205.63.202.67,1257469953747058,1257469978766588,10,41053,80,graceful,
172.28.20.99,205.63.202.67,1257501902704914,1257501922726996,10,34491,80,graceful,
172.28.20.99,205.63.202.67,1257513644781472,1257513663792015,10,60657,80,graceful,
