src,dst,st,et,p,sp,dp,ct,ir
172.28.6.9,77.91.104.22,1257259163774233,1257259216571236,11,44961,80,graceful,
172.28.6.9,77.91.104.22,1257259163781829,1257259216571259,17,38481,80,graceful,
172.28.6.9,77.91.104.22,1257283649751982,1257283870679709,11,36705,80,abortive,
172.28.6.9,77.91.104.22,1257283649760639,1257283870679739,19,57170,80,abortive,
172.28.6.9,77.91.104.22,1257359365779327,1257359426938884,11,33316,80,abortive,
172.28.6.9,77.91.104.22,1257359365786888,1257359426939007,15,36140,80,abortive,
172.28.6.9,77.91.104.22,1257413973790918,1257414159959631,11,54101,80,abortive,
172.28.6.9,77.91.104.22,1257413973798296,1257414159959662,15,41257,80,abortive,
172.28.6.9,77.91.104.22,1257431529720240,1257431646826832,11,34712,80,abortive,
172.28.6.9,77.91.104.22,1257431529727957,1257431646826866,19,44453,80,abortive,
