src,dst,st,et,p,sp,dp,ct,ir
15.149.56.11,172.28.4.7,1257257926802935,1257257926802935,1,17641,80,invalid,incomplete_no_synack
15.149.56.11,172.28.4.7,1257257926803132,1257257926803132,1,11950,80,invalid,incomplete_no_synack
15.149.56.11,172.28.4.7,1257257930801607,1257257930801607,1,20084,80,invalid,incomplete_no_synack
15.149.56.11,172.28.4.7,1257257934799875,1257257934799875,1,44964,80,invalid,incomplete_no_synack
15.149.56.11,172.28.4.7,1257257938797980,1257257938797980,1,27785,80,invalid,incomplete_no_synack
15.149.56.11,172.28.4.7,1257257942796246,1257257942796246,1,52357,80,invalid,incomplete_no_synack
15.149.56.11,172.28.4.7,1257257946794512,1257257946794512,1,15565,80,invalid,incomplete_no_synack
15.149.56.11,172.28.4.7,1257257950792789,1257257950792789,1,36094,80,invalid,incomplete_no_synack
15.149.56.11,172.28.4.7,1257257954791073,1257257954791073,1,22983,80,invalid,incomplete_no_synack
15.149.56.11,172.28.4.7,1257257958789372,1257257958789372,1,19138,80,invalid,incomplete_no_synack
15.149.56.11,172.28.4.7,1257257962787672,1257257962787672,1,35114,80,invalid,incomplete_no_synack
15.149.56.11,172.28.4.7,1257257966785946,1257257966786758,4,38883,80,invalid,invalid_ack
15.149.56.11,172.28.4.7,1257257970784407,1257257970784407,1,31513,80,invalid,incomplete_no_synack
15.149.56.11,172.28.4.7,1257257974782682,1257257996484679,13,32040,80,invalid,invalid_ack
15.149.56.11,172.28.4.7,1257257978780824,1257257978780824,1,11067,80,invalid,incomplete_no_synack
15.149.56.11,172.28.4.7,1257257982779228,1257258004284366,13,51159,80,invalid,invalid_ack
15.149.56.11,172.28.4.7,1257257986777370,1257257997083952,10,16704,80,invalid,invalid_ack
15.149.56.11,172.28.4.7,1257257990775636,1257257990775636,1,27674,80,invalid,incomplete_no_synack
15.149.56.11,172.28.4.7,1257257994773873,1257258041284139,12,20930,80,invalid,invalid_ack
15.149.56.11,172.28.4.7,1257257998772204,1257257998772204,1,9538,80,invalid,incomplete_no_synack
15.149.56.11,172.28.4.7,1257258002770455,1257258012083506,6,38278,80,invalid,invalid_ack
15.149.56.11,172.28.4.7,1257258006769451,1257258006769451,1,6060,80,invalid,incomplete_no_synack
15.149.56.11,172.28.4.7,1257258010769847,1257258020883688,4,5874,80,invalid,incomplete_no_ack
15.149.56.11,172.28.4.7,1257258014769910,1257258024683792,4,41042,80,invalid,incomplete_no_ack
15.149.56.11,172.28.4.7,1257258733823344,1257258733823344,1,30285,80,invalid,incomplete_no_synack
15.149.56.11,172.28.4.7,1257258733823694,1257258733823694,1,3046,80,invalid,incomplete_no_synack
15.149.56.11,172.28.4.7,1257258737824306,1257258737824306,1,4337,80,invalid,incomplete_no_synack
15.149.56.11,172.28.4.7,1257258741824674,1257258741824674,1,34486,80,invalid,incomplete_no_synack
15.149.56.11,172.28.4.7,1257258745824993,1257258745824993,1,43410,80,invalid,incomplete_no_synack
15.149.56.11,172.28.4.7,1257258749825329,1257258749825329,1,34740,80,invalid,incomplete_no_synack
15.149.56.11,172.28.4.7,1257258753825672,1257258753825672,1,6071,80,invalid,incomplete_no_synack
15.149.56.11,172.28.4.7,1257258757826017,1257258757826017,1,11101,80,invalid,incomplete_no_synack
15.149.56.11,172.28.4.7,1257258761826497,1257258761826497,1,25182,80,invalid,incomplete_no_synack
15.149.56.11,172.28.4.7,1257258765826659,1257258787470371,5,8937,80,invalid,incomplete_no_ack
15.149.56.11,172.28.4.7,1257258769827034,1257258769827034,1,13524,80,invalid,incomplete_no_synack
15.149.56.11,172.28.4.7,1257258773827396,1257258773827396,1,48569,80,invalid,incomplete_no_synack
