src,dst,st,et,p,sp,dp,ct,ir
20.18.5.11,172.28.4.7,1257257954859766,1257257954859766,1,19617,80,invalid,incomplete_no_synack
20.18.5.11,172.28.4.7,1257257954860078,1257257954860078,1,15849,80,invalid,incomplete_no_synack
20.18.5.11,172.28.4.7,1257257958858541,1257257958858541,1,48585,80,invalid,incomplete_no_synack
20.18.5.11,172.28.4.7,1257257962856960,1257257962856960,1,42635,80,invalid,incomplete_no_synack
20.18.5.11,172.28.4.7,1257257966855479,1257257966855479,1,36859,80,invalid,incomplete_no_synack
20.18.5.11,172.28.4.7,1257257970853909,1257257970853909,1,33404,80,invalid,incomplete_no_synack
20.18.5.11,172.28.4.7,1257257974852361,1257257974852361,1,51963,80,invalid,incomplete_no_synack
20.18.5.11,172.28.4.7,1257257978850781,1257257978850781,1,21609,80,invalid,incomplete_no_synack
20.18.5.11,172.28.4.7,1257257982849204,1257257982849204,1,26288,80,invalid,incomplete_no_synack
20.18.5.11,172.28.4.7,1257257986847354,1257257996683751,10,41270,80,invalid,invalid_ack
20.18.5.11,172.28.4.7,1257257990845640,1257257990845640,1,20857,80,invalid,incomplete_no_synack
20.18.5.11,172.28.4.7,1257257994843914,1257258089261393,13,10967,80,invalid,invalid_ack
20.18.5.11,172.28.4.7,1257257998842226,1257257998842226,1,45604,80,invalid,incomplete_no_synack
20.18.5.11,172.28.4.7,1257258002840451,1257258012683507,6,28820,80,invalid,invalid_ack
20.18.5.11,172.28.4.7,1257258006839554,1257258006839554,1,27076,80,invalid,incomplete_no_synack
20.18.5.11,172.28.4.7,1257258010839786,1257258014483552,3,13254,80,invalid,incomplete_no_ack
20.18.5.11,172.28.4.7,1257258014840011,1257258024883783,4,21571,80,invalid,incomplete_no_ack
20.18.5.11,172.28.4.7,1257258018840249,1257258064073402,6,21768,80,invalid,incomplete_no_ack
20.18.5.11,172.28.4.7,1257258022840500,1257258069071017,6,45538,80,invalid,incomplete_no_ack
20.18.5.11,172.28.4.7,1257258026840724,1257258030083905,3,41168,80,invalid,incomplete_no_ack
20.18.5.11,172.28.4.7,1257258030840956,1257258034083990,3,9976,80,invalid,incomplete_no_ack
20.18.5.11,172.28.4.7,1257258034841189,1257258056274011,5,37262,80,invalid,incomplete_no_ack
20.18.5.11,172.28.4.7,1257258038841396,1257258048081041,4,16309,80,invalid,incomplete_no_ack
20.18.5.11,172.28.4.7,1257258042841678,1257258042841820,2,34650,80,invalid,incomplete_no_ack
20.18.5.11,172.28.4.7,1257258761854293,1257258761854293,1,2372,80,invalid,incomplete_no_synack
20.18.5.11,172.28.4.7,1257258761854713,1257258761854713,1,6994,80,invalid,incomplete_no_synack
20.18.5.11,172.28.4.7,1257258765855378,1257258765855378,1,32755,80,invalid,incomplete_no_synack
20.18.5.11,172.28.4.7,1257258769855894,1257258769855894,1,2278,80,invalid,incomplete_no_synack
20.18.5.11,172.28.4.7,1257258773856111,1257258773856111,1,52560,80,invalid,incomplete_no_synack
20.18.5.11,172.28.4.7,1257258777856459,1257258777856459,1,15686,80,invalid,incomplete_no_synack
20.18.5.11,172.28.4.7,1257258781856810,1257258781856810,1,42596,80,invalid,incomplete_no_synack
20.18.5.11,172.28.4.7,1257258785857171,1257258785857171,1,56725,80,invalid,incomplete_no_synack
20.18.5.11,172.28.4.7,1257258789857615,1257258789857615,1,58367,80,invalid,incomplete_no_synack
20.18.5.11,172.28.4.7,1257258793857827,1257258814870978,11,1198,80,invalid,invalid_ack
20.18.5.11,172.28.4.7,1257258797858121,1257258797858121,1,59417,80,invalid,incomplete_no_synack
20.18.5.11,172.28.4.7,1257258801858429,1257258801858429,1,50515,80,invalid,incomplete_no_synack
20.18.5.11,172.28.4.7,1257258805858748,1257258815671020,8,37358,80,invalid,invalid_ack
20.18.5.11,172.28.4.7,1257258809859078,1257258809859078,1,46134,80,invalid,incomplete_no_synack
20.18.5.11,172.28.4.7,1257258813859377,1257258817071011,3,41409,80,invalid,incomplete_no_ack
20.18.5.11,172.28.4.7,1257258817859882,1257258826869768,4,9522,80,invalid,incomplete_no_ack
20.18.5.11,172.28.4.7,1257258821859976,1257258868272166,6,56060,80,invalid,incomplete_no_ack
20.18.5.11,172.28.4.7,1257258825860225,1257258830271017,3,38791,80,invalid,incomplete_no_ack
20.18.5.11,172.28.4.7,1257258829860640,1257258923073396,7,14281,80,invalid,incomplete_no_ack
20.18.5.11,172.28.4.7,1257258833860855,1257258854871882,5,49586,80,invalid,incomplete_no_ack
20.18.5.11,172.28.4.7,1257258837860978,1257258859071963,5,5285,80,invalid,incomplete_no_ack
20.18.5.11,172.28.4.7,1257258841861277,1257258864072073,5,43403,80,invalid,incomplete_no_ack
20.18.5.11,172.28.4.7,1257258845861578,1257258845861722,2,59936,80,invalid,incomplete_no_ack
20.18.5.11,172.28.4.7,1257258849861898,1257258849862047,2,6236,80,invalid,incomplete_no_ack
20.18.5.11,172.28.4.7,1257264568844361,1257264568844361,1,8954,80,invalid,incomplete_no_synack
20.18.5.11,172.28.4.7,1257264568844589,1257264568844589,1,50748,80,invalid,incomplete_no_synack
20.18.5.11,172.28.4.7,1257264572844953,1257264572844953,1,31321,80,invalid,incomplete_no_synack
20.18.5.11,172.28.4.7,1257264576845289,1257264576845289,1,24271,80,invalid,incomplete_no_synack
20.18.5.11,172.28.4.7,1257264580845661,1257264580845661,1,46774,80,invalid,incomplete_no_synack
