src,dst,st,et,p,sp,dp,ct,ir
172.28.133.17,66.200.1.1,1257264347939315,1257264348959389,19,37419,25,abortive,
66.200.1.1,172.28.133.17,1257264347941781,1257264347941930,2,33820,113,invalid,rst_during_handshake
172.28.133.17,66.200.1.1,1257264360376327,1257264361434850,19,32812,25,abortive,
66.200.1.1,172.28.133.17,1257264360379234,1257264360379408,2,53025,113,invalid,rst_during_handshake
172.28.133.17,66.200.1.1,1257264361420233,1257264362445660,19,56241,25,abortive,
66.200.1.1,172.28.133.17,1257264361423176,1257264361423328,2,48354,113,invalid,rst_during_handshake
172.28.133.17,66.200.1.1,1257264362444130,1257264363480787,19,53241,25,abortive,
66.200.1.1,172.28.133.17,1257264362446881,1257264362447068,2,38673,113,invalid,rst_during_handshake
172.28.133.17,66.200.1.1,1257264367623234,1257264368659698,19,57820,25,abortive,
66.200.1.1,172.28.133.17,1257264367634104,1257264367634255,2,40975,113,invalid,rst_during_handshake
172.28.133.17,66.200.1.1,1257264388563109,1257264389673781,19,38948,25,abortive,
66.200.1.1,172.28.133.17,1257264388566097,1257264388566309,2,51727,113,invalid,rst_during_handshake
172.28.133.17,66.200.1.1,1257264389601082,1257264390741924,19,36958,25,abortive,
66.200.1.1,172.28.133.17,1257264389603483,1257264389603633,2,60797,113,invalid,rst_during_handshake
172.28.133.17,66.200.1.1,1257264427181082,1257264428263344,19,55114,25,abortive,
66.200.1.1,172.28.133.17,1257264427183418,1257264427183568,2,52851,113,invalid,rst_during_handshake
172.28.133.17,66.200.1.1,1257264432329544,1257264433397699,19,58036,25,abortive,
66.200.1.1,172.28.133.17,1257264432332009,1257264432332155,2,46426,113,invalid,rst_during_handshake
172.28.133.17,66.200.1.1,1257264433358606,1257264434562254,19,52317,25,abortive,
66.200.1.1,172.28.133.17,1257264433361265,1257264433361414,2,44023,113,invalid,rst_during_handshake
172.28.133.17,66.200.1.1,1257264442722685,1257264443799965,19,33320,25,abortive,
66.200.1.1,172.28.133.17,1257264442725149,1257264442725325,2,57835,113,invalid,rst_during_handshake
172.28.133.17,66.200.1.1,1257264447094691,1257264448239865,19,50101,25,abortive,
66.200.1.1,172.28.133.17,1257264447097154,1257264447097332,2,54001,113,invalid,rst_during_handshake
172.28.133.17,66.200.1.1,1257264460479451,1257264461548492,19,33409,25,abortive,
66.200.1.1,172.28.133.17,1257264460482000,1257264460482150,2,45764,113,invalid,rst_during_handshake
172.28.133.17,66.200.1.1,1257264468788717,1257264469881787,19,36638,25,abortive,
66.200.1.1,172.28.133.17,1257264468791124,1257264468791274,2,45195,113,invalid,rst_during_handshake
172.28.133.17,66.200.1.1,1257264471879771,1257264472938219,19,40654,25,abortive,
66.200.1.1,172.28.133.17,1257264471882269,1257264471882419,2,43079,113,invalid,rst_during_handshake
172.28.133.17,66.200.1.1,1257264477002434,1257264478020721,19,35626,25,abortive,
66.200.1.1,172.28.133.17,1257264477004964,1257264477005145,2,53129,113,invalid,rst_during_handshake
172.28.133.17,66.200.1.1,1257264479069108,1257264480198640,19,53201,25,abortive,
