src,dst,st,et,p,sp,dp,ct,ir
172.28.6.47,66.200.1.1,1257264504003459,1257264505051719,19,46739,25,abortive,
66.200.1.1,172.28.6.47,1257264504006022,1257264504006178,2,45412,113,invalid,rst_during_handshake
172.28.6.47,66.200.1.1,1257264510170900,1257264511241072,19,49378,25,abortive,
66.200.1.1,172.28.6.47,1257264510173233,1257264510173393,2,54641,113,invalid,rst_during_handshake
172.28.6.47,66.200.1.1,1257264514299837,1257264515429958,19,52131,25,abortive,
66.200.1.1,172.28.6.47,1257264514302579,1257264514302741,2,49937,113,invalid,rst_during_handshake
172.28.6.47,66.200.1.1,1257264515323450,1257264516430740,19,55669,25,abortive,
66.200.1.1,172.28.6.47,1257264515325888,1257264515326036,2,34448,113,invalid,rst_during_handshake
172.28.6.47,66.200.1.1,1257264520476916,1257264521505629,19,48977,25,abortive,
66.200.1.1,172.28.6.47,1257264520479615,1257264520479806,2,53974,113,invalid,rst_during_handshake
172.28.6.47,66.200.1.1,1257264525675016,1257264526739940,19,51823,25,abortive,
66.200.1.1,172.28.6.47,1257264525677738,1257264525677944,2,41739,113,invalid,rst_during_handshake
172.28.6.47,66.200.1.1,1257264545146310,1257264546357282,19,43255,25,abortive,
66.200.1.1,172.28.6.47,1257264545148680,1257264545148844,2,34833,113,invalid,rst_during_handshake
172.28.6.47,66.200.1.1,1257264548316788,1257264549386208,19,42388,25,abortive,
66.200.1.1,172.28.6.47,1257264548319192,1257264548319359,2,42038,113,invalid,rst_during_handshake
172.28.6.47,66.200.1.1,1257285377933053,1257285378993066,19,60651,25,abortive,
66.200.1.1,172.28.6.47,1257285377935715,1257285377935862,2,44515,113,invalid,rst_during_handshake
172.28.6.47,66.200.1.1,1257285381026033,1257285386756877,19,37827,25,abortive,
66.200.1.1,172.28.6.47,1257285381028558,1257285381028709,2,48162,113,invalid,rst_during_handshake
172.28.6.47,66.200.1.1,1257285382061592,1257285386756622,19,46428,25,abortive,
66.200.1.1,172.28.6.47,1257285382064093,1257285382064242,2,53389,113,invalid,rst_during_handshake
172.28.6.47,66.200.1.1,1257285386166294,1257285388512985,21,51803,25,abortive,
