src,dst,st,et,p,sp,dp,ct,ir
172.28.131.186,66.200.1.1,1257259921910403,1257259922941395,19,45175,25,abortive,
66.200.1.1,172.28.131.186,1257259921913098,1257259921913293,2,40353,113,invalid,rst_during_handshake
172.28.131.186,66.200.1.1,1257259922927944,1257259923960278,19,43470,25,abortive,
66.200.1.1,172.28.131.186,1257259922930625,1257259922930776,2,54654,113,invalid,rst_during_handshake
172.28.131.186,66.200.1.1,1257259929068089,1257259930127035,19,53791,25,abortive,
66.200.1.1,172.28.131.186,1257259929071042,1257259929071191,2,34257,113,invalid,rst_during_handshake
172.28.131.186,66.200.1.1,1257259931152558,1257259932180902,19,50082,25,abortive,
66.200.1.1,172.28.131.186,1257259931155185,1257259931155384,2,37813,113,invalid,rst_during_handshake
172.28.131.186,66.200.1.1,1257259938348718,1257259939379362,19,52959,25,abortive,
66.200.1.1,172.28.131.186,1257259938357219,1257259938357433,2,41984,113,invalid,rst_during_handshake
172.28.131.186,66.200.1.1,1257259941418842,1257259942732340,19,37379,25,abortive,
66.200.1.1,172.28.131.186,1257259941421636,1257259941421839,2,57836,113,invalid,rst_during_handshake
172.28.131.186,66.200.1.1,1257259944601857,1257259949561266,19,41157,25,abortive,
66.200.1.1,172.28.131.186,1257259944604256,1257259944604407,2,41317,113,invalid,rst_during_handshake
172.28.131.186,66.200.1.1,1257259949508469,1257259950539595,19,43630,25,abortive,
66.200.1.1,172.28.131.186,1257259949510912,1257259949511062,2,47476,113,invalid,rst_during_handshake
172.28.131.186,66.200.1.1,1257259970286538,1257259971432970,21,52642,25,abortive,
66.200.1.1,172.28.131.186,1257259970299678,1257259970299827,2,35470,113,invalid,rst_during_handshake
172.28.131.186,66.200.1.1,1257263593013834,1257263594054359,19,40960,25,abortive,
66.200.1.1,172.28.131.186,1257263593016477,1257263593016628,2,35159,113,invalid,rst_during_handshake
172.28.131.186,66.200.1.1,1257263594050185,1257263595096966,19,42594,25,abortive,
66.200.1.1,172.28.131.186,1257263594052603,1257263594052754,2,46910,113,invalid,rst_during_handshake
172.28.131.186,66.200.1.1,1257263613291268,1257263614403936,19,36421,25,abortive,
66.200.1.1,172.28.131.186,1257263613294513,1257263613294700,2,45364,113,invalid,rst_during_handshake
172.28.131.186,66.200.1.1,1257263617414110,1257263618538419,19,38534,25,abortive,
66.200.1.1,172.28.131.186,1257263617416411,1257263617416560,2,53532,113,invalid,rst_during_handshake
172.28.131.186,66.200.1.1,1257263623661947,1257263624760678,19,50529,25,abortive,
66.200.1.1,172.28.131.186,1257263623664312,1257263623664461,2,34019,113,invalid,rst_during_handshake
172.28.131.186,66.200.1.1,1257263627875794,1257263628946017,19,50973,25,abortive,
66.200.1.1,172.28.131.186,1257263627878534,1257263627878698,2,60746,113,invalid,rst_during_handshake
172.28.131.186,66.200.1.1,1257327043819547,1257327044842649,19,41707,25,abortive,
66.200.1.1,172.28.131.186,1257327043822165,1257327043822316,2,40355,113,invalid,rst_during_handshake
172.28.131.186,66.200.1.1,1257327056108564,1257327057152862,19,59060,25,abortive,
66.200.1.1,172.28.131.186,1257327056110996,1257327056111145,2,38232,113,invalid,rst_during_handshake
172.28.131.186,66.200.1.1,1257327059186921,1257327060214861,19,60971,25,abortive,
66.200.1.1,172.28.131.186,1257327059189314,1257327059189464,2,48252,113,invalid,rst_during_handshake
172.28.131.186,66.200.1.1,1257327066363184,1257327067379864,19,57472,25,abortive,
66.200.1.1,172.28.131.186,1257327066365617,1257327066365769,2,44615,113,invalid,rst_during_handshake
172.28.131.186,66.200.1.1,1257327067380466,1257327068400690,19,34374,25,abortive,
66.200.1.1,172.28.131.186,1257327067382885,1257327067383033,2,44282,113,invalid,rst_during_handshake
172.28.131.186,66.200.1.1,1257327069424757,1257327070462627,19,44577,25,abortive,
66.200.1.1,172.28.131.186,1257327069427351,1257327069427500,2,44072,113,invalid,rst_during_handshake
172.28.131.186,66.200.1.1,1257327074564002,1257327076400203,19,49514,25,abortive,
66.200.1.1,172.28.131.186,1257327074566724,1257327074566874,2,39096,113,invalid,rst_during_handshake
172.28.131.186,66.200.1.1,1257327075581372,1257327076603754,19,40399,25,abortive,
66.200.1.1,172.28.131.186,1257327075583778,1257327075583929,2,57065,113,invalid,rst_during_handshake
172.28.131.186,66.200.1.1,1257327097125961,1257327098174582,19,46910,25,abortive,
66.200.1.1,172.28.131.186,1257327097128405,1257327097128555,2,40566,113,invalid,rst_during_handshake
172.28.131.186,66.200.1.1,1257327101245212,1257327102265133,19,44536,25,abortive,
66.200.1.1,172.28.131.186,1257327101247280,1257327101248430,2,33843,113,invalid,rst_during_handshake
172.28.131.186,66.200.1.1,1257327110444253,1257327111466924,19,40793,25,abortive,
66.200.1.1,172.28.131.186,1257327110446795,1257327110446943,2,50699,113,invalid,rst_during_handshake
172.28.131.186,66.200.1.1,1257327113506572,1257327114535300,19,45305,25,abortive,
66.200.1.1,172.28.131.186,1257327113509077,1257327113509227,2,52070,113,invalid,rst_during_handshake
172.28.131.186,66.200.1.1,1257327122770024,1257327123839957,19,57708,25,abortive,
66.200.1.1,172.28.131.186,1257327122772380,1257327122772529,2,35830,113,invalid,rst_during_handshake
172.28.131.186,66.200.1.1,1257327133038884,1257327134065481,19,43209,25,abortive,
66.200.1.1,172.28.131.186,1257327133041352,1257327133041501,2,47636,113,invalid,rst_during_handshake
172.28.131.186,66.200.1.1,1257327137138290,1257327138158053,19,37483,25,abortive,
66.200.1.1,172.28.131.186,1257327137140856,1257327137141004,2,33759,113,invalid,rst_during_handshake
172.28.131.186,66.200.1.1,1257327142289246,1257327143366957,19,46571,25,abortive,
66.200.1.1,172.28.131.186,1257327142291732,1257327142291885,2,43182,113,invalid,rst_during_handshake
172.28.131.186,66.200.1.1,1257327144353693,1257327145423851,19,39822,25,abortive,
66.200.1.1,172.28.131.186,1257327144356144,1257327144356295,2,56529,113,invalid,rst_during_handshake
172.28.131.186,66.200.1.1,1257336007857885,1257336008887478,19,56483,25,abortive,
66.200.1.1,172.28.131.186,1257336007860477,1257336007860649,2,57364,113,invalid,rst_during_handshake
172.28.131.186,66.200.1.1,1257336008882942,1257336009906905,19,54934,25,abortive,
66.200.1.1,172.28.131.186,1257336008885387,1257336008885537,2,36674,113,invalid,rst_during_handshake
